source,aats8p,aatsc3d,abcgg,atsc3d,atsc4i,bcutp1l,bertzct,estatevsa3,frnh0,ggi10,kappa2,kappa3,kier2,kier3,peoevsa6,vsaestate3
target,Yield_CN,Yield_CN,Yield_CN,Yield_CN,Yield_CN,Yield_CN,Yield_CN,Yield_CN,Yield_CN,Yield_CN,Yield_CN,Yield_CN,Yield_CN,Yield_CN,Yield_CN,Yield_CN
run0,0.32838505506515503,0.1614341139793396,0.1870020031929016,0.19452732801437378,0.45674997568130493,0.14739233255386353,0.20500940084457397,0.37413614988327026,0.20560675859451294,0.4230926036834717,0.22967642545700073,0.45502418279647827,0.27294063568115234,0.5221443772315979,0.12457793951034546,0.23792368173599243
run1,0.1615227460861206,0.2054782509803772,0.42575889825820923,0.2590140700340271,0.34993499517440796,0.02361243963241577,0.30846792459487915,0.4184570908546448,0.3394462466239929,0.3961414098739624,0.5638375282287598,0.5691185593605042,0.5823357105255127,0.5449525117874146,0.33885347843170166,-0.25758278369903564
run2,0.1064305305480957,0.11309164762496948,0.4272992014884949,0.19396477937698364,0.13223469257354736,0.343780517578125,0.21619772911071777,0.24838995933532715,0.21453320980072021,0.3735724687576294,0.4465886354446411,0.3441465497016907,0.2884703278541565,0.27311527729034424,0.15981638431549072,-0.3079559803009033
run3,0.18829834461212158,0.07858932018280029,0.3009958267211914,0.12033814191818237,0.35475701093673706,-0.028690814971923828,0.2622508406639099,0.34952181577682495,0.21994715929031372,0.2312132716178894,0.4088760018348694,0.4603988528251648,0.43650442361831665,0.399696409702301,0.33821815252304077,-0.24424254894256592
run4,0.26894909143447876,0.13603752851486206,0.27592217922210693,0.1940830945968628,0.32019972801208496,0.3605564832687378,0.021642982959747314,0.3440302014350891,0.030088424682617188,0.32726728916168213,0.5176559090614319,0.3026037812232971,0.39976799488067627,0.3234689235687256,0.15868860483169556,0.07465970516204834
run5,0.10418319702148438,0.22101032733917236,0.20070165395736694,0.19462990760803223,0.15690243244171143,0.05021113157272339,0.1715407371520996,0.18187576532363892,0.06259036064147949,0.286032497882843,0.23042631149291992,0.27009421586990356,0.1620941162109375,0.13121789693832397,0.14050519466400146,-0.1990569829940796
run6,0.37446093559265137,0.22280138731002808,0.3854997754096985,0.1131029725074768,0.2357776165008545,0.22731733322143555,0.38061660528182983,0.41690778732299805,0.3028556704521179,0.3551996946334839,0.5354335308074951,0.5911895632743835,0.5506538152694702,0.5063924789428711,0.4897386431694031,0.07013022899627686
run7,0.36709582805633545,0.32364708185195923,0.46430379152297974,0.2997931241989136,0.4920663833618164,0.41025644540786743,0.506321907043457,0.5164209604263306,0.3935554623603821,0.4855543375015259,0.595952033996582,0.5934356451034546,0.5977573394775391,0.5526483058929443,0.35286998748779297,0.4340989589691162
run8,0.1462298035621643,0.14977574348449707,0.1579875349998474,0.044023871421813965,0.07195502519607544,0.1516779065132141,0.013887524604797363,0.06497174501419067,0.14010632038116455,0.23573529720306396,0.34358668327331543,0.49453437328338623,0.45037150382995605,0.36775368452072144,0.20467519760131836,-0.0658184289932251
run9,0.24686139822006226,0.30845141410827637,0.41597867012023926,0.42213475704193115,0.4159162640571594,0.1292203664779663,0.3100971579551697,0.3511960506439209,0.3427424430847168,0.37736672163009644,0.5113734602928162,0.4858101010322571,0.40630537271499634,0.39049553871154785,0.30996567010879517,-0.013720154762268066
r2_test_mean,0.22924169301986694,0.19203168153762817,0.3241449534893036,0.20356120467185973,0.29864941239356996,0.1815334141254425,0.23960328102111816,0.3265907526016235,0.22514720559120177,0.34911755919456483,0.43834065198898314,0.456635582447052,0.41472012400627134,0.4011885404586792,0.26179092526435854,-0.02715643048286438
r2_test_max,0.37446093559265137,0.32364708185195923,0.46430379152297974,0.42213475704193115,0.4920663833618164,0.41025644540786743,0.506321907043457,0.5164209604263306,0.3935554623603821,0.4855543375015259,0.595952033996582,0.5934356451034546,0.5977573394775391,0.5526483058929443,0.4897386431694031,0.4340989589691162
r2_test_min,0.10418319702148438,0.07858932018280029,0.1579875349998474,0.044023871421813965,0.07195502519607544,-0.028690814971923828,0.013887524604797363,0.06497174501419067,0.030088424682617188,0.2312132716178894,0.22967642545700073,0.27009421586990356,0.1620941162109375,0.13121789693832397,0.12457793951034546,-0.3079559803009033
r2_test_std,0.09781836488663279,0.0760271882849649,0.10831647195898955,0.10050583863293285,0.13620917377038225,0.14281323344500452,0.14355472175209846,0.12321945825940421,0.11555041825329167,0.07677611086182164,0.12582773292880572,0.1108841469325478,0.13489842862780013,0.1287897617835697,0.1149716728656099,0.2265284480220677
