source,aats8p,aatsc3d,abcgg,atsc3d,atsc4i,bcutp1l,bertzct,estatevsa3,frnh0,ggi10,kappa2,kappa3,kier2,kier3,peoevsa6,vsaestate3
target,Yield_CN,Yield_CN,Yield_CN,Yield_CN,Yield_CN,Yield_CN,Yield_CN,Yield_CN,Yield_CN,Yield_CN,Yield_CN,Yield_CN,Yield_CN,Yield_CN,Yield_CN,Yield_CN
run0,29.53279685974121,32.99992752075195,32.492950439453125,32.34221649169922,26.560991287231445,33.27507400512695,32.13108444213867,28.509153366088867,32.11901092529297,27.371427536010742,31.628673553466797,26.603147506713867,30.727649688720703,24.911090850830078,33.71732711791992,31.458908081054688
run1,34.19161605834961,33.2833366394043,28.295743942260742,32.14244842529297,30.1059513092041,36.89649200439453,31.05132484436035,28.475074768066406,30.347858428955078,29.016271591186523,24.660287857055664,24.510540008544922,24.131685256958008,25.18850326538086,30.361473083496094,41.87378692626953
run2,39.36212158203125,39.21513366699219,31.512163162231445,37.38447952270508,38.789615631103516,33.73175048828125,36.86528396606445,36.100284576416016,36.9044075012207,32.957157135009766,30.9769287109375,33.72234344482422,35.12455749511719,35.50153350830078,38.16817855834961,47.62236022949219
run3,34.34464645385742,36.59210968017578,31.871368408203125,35.75351333618164,30.621219635009766,38.6636848449707,32.74275207519531,30.74519157409668,33.668426513671875,33.42441177368164,29.308940887451172,28.00252914428711,28.615812301635742,29.535634994506836,31.01117706298828,42.521968841552734
run4,33.55011749267578,36.47268295288086,33.38972854614258,35.226165771484375,32.35272979736328,31.377717971801758,38.812259674072266,31.780607223510742,38.644378662109375,32.184112548828125,27.25202178955078,32.76876449584961,30.40043830871582,32.274845123291016,35.99139404296875,37.74600601196289
run5,39.65079879760742,36.974998474121094,37.45387649536133,37.59586715698242,38.466373443603516,40.827789306640625,38.13097381591797,37.89238739013672,40.560848236083984,35.398231506347656,36.7508544921875,35.79115676879883,38.347755432128906,39.04790496826172,38.8386344909668,45.873538970947266
run6,31.038692474365234,34.5973014831543,30.76360511779785,36.958370208740234,34.30726623535156,34.496639251708984,30.885595321655273,29.96710777282715,32.767066955566406,31.5129337310791,26.74854278564453,25.09210968017578,26.30672264099121,27.57192611694336,28.033191680908203,37.84314727783203
run7,32.633419036865234,33.73496627807617,30.02291488647461,34.32469940185547,29.23459243774414,31.501060485839844,28.821428298950195,28.525108337402344,31.943986892700195,29.42140007019043,26.07414436340332,26.155208587646484,26.015827178955078,27.43583106994629,32.998130798339844,30.857717514038086
run8,36.530696868896484,36.45475769042969,36.278282165527344,38.65547180175781,38.08658218383789,36.41395568847656,39.26003646850586,38.22960662841797,36.661468505859375,34.562835693359375,32.03141784667969,28.10821533203125,29.3104248046875,31.436243057250977,35.2581672668457,40.81587219238281
run9,33.003726959228516,31.62546157836914,29.06296157836914,28.90938377380371,29.064516067504883,35.48784637451172,31.58780860900879,30.632488250732422,30.831405639648438,30.008319854736328,26.583616256713867,27.2701358795166,29.302663803100586,29.690258026123047,31.590818405151367,38.28993225097656
rmse_test_mean,34.38386154174805,35.195064544677734,32.114356994628906,34.929264068603516,32.75897979736328,35.2672004699707,34.02885437011719,32.08570098876953,34.44488525390625,31.585712432861328,29.2015438079834,28.802417755126953,29.828353881835938,30.25937843322754,33.59685134887695,39.490318298339844
rmse_test_max,39.65079879760742,39.21513366699219,37.45387649536133,38.65547180175781,38.789615631103516,40.827789306640625,39.26003646850586,38.22960662841797,40.560848236083984,35.398231506347656,36.7508544921875,35.79115676879883,38.347755432128906,39.04790496826172,38.8386344909668,47.62236022949219
rmse_test_min,29.53279685974121,31.62546157836914,28.295743942260742,28.90938377380371,26.560991287231445,31.377717971801758,28.821428298950195,28.475074768066406,30.347858428955078,27.371427536010742,24.660287857055664,24.510540008544922,24.131685256958008,24.911090850830078,28.033191680908203,30.857717514038086
rmse_test_std,3.1234281063079834,2.195554494857788,2.7952067852020264,2.8804843425750732,4.195026874542236,2.8758721351623535,3.635880708694458,3.668494462966919,3.3305892944335938,2.4608588218688965,3.48037052154541,3.691622734069824,4.039432048797607,4.24883508682251,3.307143211364746,5.193521022796631
