source,Human
target,Yield_CO_cl
run0,12.305102348327637
run1,9.037300109863281
run2,11.045897483825684
run3,9.40075969696045
run4,9.353387832641602
run5,8.892663955688477
run6,8.968045234680176
run7,9.00168228149414
run8,14.050164222717285
run9,10.87244987487793
rmse_test_mean,10.292745590209961
rmse_test_max,14.050164222717285
rmse_test_min,8.892663955688477
rmse_test_std,1.6645463705062866
