source,Human
target,Yield_CO_l
run0,0.7633274793624878
run1,0.687604546546936
run2,0.854698896408081
run3,0.8131271600723267
run4,0.7693074345588684
run5,0.75871741771698
run6,0.7493792772293091
run7,0.8062151670455933
run8,0.625484824180603
run9,0.7047750353813171
r2_test_mean,0.7532637238502502
r2_test_max,0.854698896408081
r2_test_min,0.625484824180603
r2_test_std,0.06330072651213974
