source,Human
target,Yield_CO_s
run0,0.6827492713928223
run1,0.5786970853805542
run2,0.7129203081130981
run3,0.7371640801429749
run4,0.6379202008247375
run5,0.7806851863861084
run6,0.734158456325531
run7,0.7673502564430237
run8,0.738904595375061
run9,0.6623334884643555
r2_test_mean,0.7032882928848266
r2_test_max,0.7806851863861084
r2_test_min,0.5786970853805542
r2_test_std,0.05954086901292773
