source,Human
target,Yield_CO_l
run0,16.622337341308594
run1,20.323301315307617
run2,13.973353385925293
run3,15.812439918518066
run4,17.173200607299805
run5,18.587604522705078
run6,17.080108642578125
run7,15.29675006866455
run8,20.902538299560547
run9,18.94208526611328
rmse_test_mean,17.471370697021484
rmse_test_max,20.902538299560547
rmse_test_min,13.973353385925293
rmse_test_std,2.097507953643799
