source,Human
target,Yield_CO_l
run0,0.7893924117088318
run1,0.6187280416488647
run2,0.8695380687713623
run3,0.7990942597389221
run4,0.785986065864563
run5,0.7124714851379395
run6,0.7569260001182556
run7,0.8281440138816833
run8,0.6591557264328003
run9,0.672050952911377
r2_test_mean,0.7491487026214599
r2_test_max,0.8695380687713623
r2_test_min,0.6187280416488647
r2_test_std,0.07659178613371596
