source,Human
target,Yield_CO_cl
run0,0.5917893648147583
run1,0.6463280916213989
run2,0.6875020265579224
run3,0.7524469494819641
run4,0.7735505104064941
run5,0.6913924217224121
run6,0.7387362122535706
run7,0.764173150062561
run8,0.1968376636505127
run9,0.5813823342323303
r2_test_mean,0.6424138724803925
r2_test_max,0.7735505104064941
r2_test_min,0.1968376636505127
r2_test_std,0.16207418641032365
