source,AI+Human
target,Yield_CO_l
run0,0.7510308623313904
run1,0.6788156032562256
run2,0.7597976922988892
run3,0.8448018431663513
run4,0.8289348483085632
run5,0.7309533357620239
run6,0.7488888502120972
run7,0.8282092809677124
run8,0.7051286697387695
run9,0.7675191164016724
r2_test_mean,0.7644080102443696
r2_test_max,0.8448018431663513
r2_test_min,0.6788156032562256
r2_test_std,0.052064887751112614
