Substance ID,SMILES,BertzCT,Kappa2
ZINC000000004218,CC1(C)OC(=O)Nc2cc3nc(-c4ccncc4)[nH]c3cc21,883.8021270779976,4.300874900960248
ZINC000000004219,Cc1nc2c(O[C@H]3c4ccccc4C[C@@H]3O)cccn2c1CC#N,954.8905713245828,5.660107682668966
ZINC000000004220,CC(C)n1c(=O)c2c(-c3noc(C4CC4)n3)ncn2c2ccccc21,1163.3544967572986,5.016796279197018
ZINC000000004221,O=C1SCCN1Cc1ccccc1,299.05287234873583,3.8326337366924554
ZINC000000004223,C[C@@H](c1ccoc1)N(O)C(N)=O,257.6250216008039,3.27118278655705
ZINC000000004226,c1ncc([C@@H]2CN3CC[C@H]2C3)o1,270.0657194645433,2.3271018879753913
ZINC000000004227,CCN(CC)[C@@H](C)CN1c2ccccc2Sc2ccccc21,591.3372393066671,6.758275044517169
ZINC000000004229,O=C1CCCN1S(=O)(=O)c1ccc(Cl)cc1,509.37060898912915,4.066893212530139
ZINC000000004230,O=[S@](Cc1nccc(N2CCCCC2)n1)c1nc2cscc2[nH]1,808.6348251746695,6.366512773160972
ZINC000000004231,CC1(C)c2ccc([N+](=O)[O-])cc2[C@H](n2ccccc2=O)[C@H]1O,809.7882596704443,4.775799599755401
ZINC000000004232,CCCN(CCOc1ccccc1OC)CCc1ccc(O)c(O)c1,659.8944549022189,9.789158016147635
ZINC000000004233,Cc1onc2c1N(C)C(=O)CO[C@@]2(C)c1ccccc1,650.3931667140025,4.453198896696094
ZINC000000004234,CC(C)C(=O)c1c(C(C)C)nn2ccccc12,552.3475935993229,4.3192942210574286
ZINC000000004235,C#Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O,596.67673991398,4.777293399326545
ZINC000000004236,CC#Cc1cn([C@H]2O[C@@H](CO)[C@H](O)[C@H]2O)c(=O)[nH]c1=O,666.9958374405886,5.601002264592008
ZINC000000004237,CC(C)(CO)NC[C@@H](O)c1ccccc1,284.9334103555799,5.257451824237273
ZINC000000004238,CC(=O)c1cn(-c2cc(C)c3[nH]c(=O)ccc3c2)c(C)n1,918.9070558093832,4.697197864035895
ZINC000000004239,CC(=O)OCC1=CC(=O)C=CC1=O,322.50640320051133,3.798672317749582
ZINC000000004240,COC1=C(C)C(=O)c2c(c(CO)c3n2CC[C@@H]3O)C1=O,667.594406870573,4.291323312665965
ZINC000000004241,O=C(OC1CCCCC1)[C@H]1O[C@@H]1C(=O)OC1CCCCC1,346.1285744604594,6.773692688001253
ZINC000000004242,Cc1[nH]c(=O)c(C#N)c2c1CN(c1ccncc1)CC2,742.9493223533668,4.816431723090091
ZINC000000004243,CCN1CCCc2cccc(C[S@](=O)c3nc4ccccc4[nH]3)c21,869.5182212276934,6.398117653426335
ZINC000000004244,Nc1nc2c(ncn2[C@H]2C[C@@H](CO)[C@@H]2O)c(=O)[nH]1,648.4908370367227,3.786313953271436
ZINC000000004245,Clc1ccc([C@]2(Cn3ccnc3)OCc3ccccc32)c(Cl)c1,847.9877405475295,5.6768720022606445
ZINC000000004246,C[C@@H]1COc2c(-c3ccncc3)c(F)cc3c(=O)c(C(=O)O)cn1c23,1076.111619473455,5.406080499058309
ZINC000000004247,Cn1cccc1C(=O)[C@H](C#N)C(=O)Nc1ccccc1,667.9271148763744,5.846921273207418
ZINC000000004248,Fc1ccc([C@]23CCCN2c2ccccc2C2=NCCN23)cc1,798.5169537964705,4.570451071417855
ZINC000000004249,CC1(C)Oc2cccnc2[C@H](n2ccccc2=O)[C@H]1O,693.2680233686771,4.453198896696094
ZINC000000004250,O=C(c1cccnc1)N1CCN(c2cccc(C(F)(F)F)c2)CC1,710.5207484914813,6.506387462419593
ZINC000000004251,CCN1CCC[C@@H]1CNc1cc2oc3ccccc3c2nn1,797.5591080663378,5.571465932492148
ZINC000000004252,c1ccc([C@@H]2CNCCc3ccsc32)cc1,460.59739751915,4.39854613917551
ZINC000000004253,Nc1ccn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)n1,433.0074288999408,4.203013429907953
ZINC000000004254,O=C(Nc1cc(Cl)cc(Cl)c1)N[C@@H]1CN2CCC1CC2,494.8905218336872,5.7984825996514315
ZINC000000004255,CCCC(=O)Nc1nc(=O)n([C@H]2O[C@@H](C)[C@H](O)[C@@H]2O)cc1F,620.183391971542,6.507771492038278
ZINC000000004256,c1ccc2c(c1)cnn2Nc1ccncc1,600.4969450121474,3.6571141960017908
ZINC000000004257,Nc1nc(Cl)c2nnn([C@H]3C=C[C@@H](CO)C3)c2n1,624.1005843840913,4.181351787910731
ZINC000000004259,CN1CCC(C(=O)[C@H]2c3ccccc3NC(=O)c3ccccc32)CC1,822.1506916737401,6.448490151794044
ZINC000000004260,CNc1ncnc2cc(C3=NNC(=O)C[C@@H]3C)ccc12,709.7765224828472,4.8804247460757155
ZINC000000004262,Nc1ccn([C@H]2O[C@@H](CO)CC2(F)F)c(=O)n1,476.79903741452915,4.0414909822656675
ZINC000000004263,CNC(=O)[C@@H](C#N)C(=O)C1CC1,250.27370012115426,3.3508827076078944
ZINC000000004264,CC1=NN=C(c2ccc(N)cc2)c2cc3c(cc2C1)OCO3,807.3989176100002,4.874021431677943
ZINC000000004265,CN1CCC[C@H](C(=O)N2c3ccccc3NC(=O)c3cccnc32)C1,835.6787347966658,6.291528985685138
ZINC000000004266,Cc1cn([C@H]2C[C@@H](CO)N(O)C2)c(=O)[nH]c1=O,521.0176747685581,4.438375367377904
ZINC000000004267,O[C@H]1CCCc2nc3ccccc3c(NCc3ccccc3)c21,829.6693270989543,6.012198556503484
ZINC000000004268,COc1cc(Cc2cnc(N)nc2N)cc2c1N(C)CC[C@@H]2C,731.1639329890478,5.946870126977055
ZINC000000004270,CCc1c(OC)nc2nc(-c3noc(C)n3)cn2c1C,774.5036408266052,4.588499178753426
ZINC000000004271,COc1cc(O)c2c3c(c(O)cc(C)c13)C(=O)[C@](O)(CC(C)=O)C2=O,949.2789051794308,5.285920118330481
ZINC000000004272,C[C@@H](C(=O)c1ccc(N)cc1)N1CCCCCC1,391.45955788651935,6.005197582789892
ZINC000000004274,Cc1ccnc([S@@](=O)c2cccc3cccnc23)n1,767.9907515752178,4.854324283715956
ZINC000000004277,CC(=O)Oc1c2c(c(OC(C)=O)c3ccccc13)OCO2,686.902519858543,4.972167352537724
ZINC000000004278,CN[C@@]12CCCC[C@H]1Sc1ccccc12,376.55363179334563,3.530244964068889
ZINC000000004279,Cc1cccc2ncc(C(=O)NC(C)C)c(=O)n12,658.8242105108307,4.600786414067533
ZINC000000004280,COC(=O)c1c(C)nc2sc3c(c2c1N)CCCC3,675.8711804906097,4.488724856473309
ZINC000000004282,N#Cc1ccc(N2CCCC2)c2cccnc12,591.9290785636647,4.061083433071218
ZINC000000004283,CC1(C)Oc2cc3nonc3cc2[C@@H](N2CCCCC2=O)[C@@H]1O,769.771162506628,4.923245045362614
ZINC000000004284,CCc1nc2c3c(nc(C)n2n1)NCCO3,547.6232318756162,3.328465336985456
ZINC000000004285,Clc1cccc(N2CCNCC2)c1,282.00816415336243,3.985475356652022
ZINC000000004287,CC(=O)Nc1ccc(OC(=O)[C@H]2CCC(=O)N2)cc1,509.87943134658707,5.5146608242920925
ZINC000000004289,CN(C)[C@H](Cn1cccc1)c1ccccc1,403.56508963334966,4.991946080806171
ZINC000000004290,CCCC(=O)O[C@@H]1CN2CC[C@@H](O)[C@H]2[C@H](O)[C@H]1O,310.842895279382,5.522842347931519
ZINC000000004291,CCOC(=O)c1cnc2c(OC)cccc2c1Nc1cscc1C,889.1012999391371,6.8824124206676505
ZINC000000004292,COC(=O)N1C(=O)NC(=O)[C@]12C[C@@H](C(N)=O)Oc1ccc(F)cc12,781.7733262048355,5.183461969706343
ZINC000000004293,COc1ccc2c(c1)C(=O)/C(=C/c1cccnc1)CO2,677.3762698049683,5.168442401693343
ZINC000000004294,CN(CC(=O)NO)C(=O)[C@@H]1CCCC[C@@H]1C(=O)O,344.32527362417244,6.342426390875289
ZINC000000004295,CN(CC(=O)NO)C(=O)[C@H]1CCCC[C@H]1C(=O)O,344.32527362417244,6.342426390875289
ZINC000000004296,C[C@@H](O)C1(c2cccc(Cl)c2)CCN(C)CC1,383.563529061072,4.968277760931174
ZINC000000004298,CC(C)(C)NC[C@@H](O)c1ccc2[nH]cnc2c1,498.5790383445736,4.468309415586935
ZINC000000004300,COc1cc(N)c(Cl)cc1C(=O)NCCN(C)C1CC1,503.43753753501954,6.326634242712388
ZINC000000004301,CCCC(=O)c1cnc2ccsc2c1Nc1ccc(O)cc1C,870.5841310297018,6.380383153298959
ZINC000000004302,NC(=O)OC[C@@H](O)COc1noc2ccc(Cl)cc12,585.4692744884358,5.766673100451944
ZINC000000004303,NC(=S)[C@H](C(=O)OCC1CCCC1)c1ccccn1,444.0190032211087,6.61125709936793
ZINC000000004306,O=C1C=C(Nc2ccc(C3=NNC(=O)CC3)cc2)CC1,614.5107261521493,5.284771342744929
ZINC000000004307,CC1=C(Nc2ccc(C3=NNC(=O)CC3)cc2)CCC1=O,656.604591447157,5.5171415849015695
ZINC000000004308,O=C1CN2C(=O)CC[C@@H]2N1,201.92449716458773,1.7133190683304387
ZINC000000004310,COc1cccc2c1C[C@@H](N(CC1CC1)CC1CC1)CC2,476.03785946983567,5.641236149883736
ZINC000000004311,Cc1cc(/C=C/c2cccs2)cc(C)c1O,486.5316534159979,4.537552984420614
ZINC000000004312,C#C[C@@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1O,663.8846767300699,4.1671117605407195
ZINC000000004314,CCn1cc(C(=O)O)c(=O)c2cc(F)c(-c3ccncc3)c(F)c21,1014.0047702996092,5.8419067461683385
ZINC000000004315,Nc1nc(NCc2ccc(F)cc2)ccc1N1CCOC1=O,690.4418445831137,5.8849787267796065
ZINC000000004316,Nc1ccccc1N,162.63833891467198,1.7381205361963379
ZINC000000004317,CC(C)Cn1cnc2c1c(=O)n(C)c(=O)n2C,675.0618637842316,3.868405274120684
ZINC000000004319,C[C@H](CCc1ccccc1)NC[C@H](O)c1ccc(O)c(C(N)=O)c1,673.56704729252,8.47316831573415
ZINC000000004321,NS(=O)(=O)Cc1noc2ccccc12,558.7250089212612,3.07139221415779
ZINC000000004322,CCc1cc(Cl)c(O)c(C(=O)c2c[nH]c(Cl)c2Cl)c1O,694.6552074660137,5.5596675900277015
ZINC000000004323,CCN1C(=O)OC2(CCN(C)CC2)C1=O,295.0426262196018,3.483474762113614
ZINC000000004324,Cc1cc2nc3n(c(=O)c2s1)CCC3,567.2410654658972,2.666969614250968
ZINC000000004325,COc1cc2oc(-c3ccccc3)c(O)c(=O)c2c(O)c1OC,927.451836601139,5.565664810992264
ZINC000000004327,CC1(C)C(=O)Nc2cc3oc(-c4ccc[n+]([O-])c4)nc3cc21,927.5307730432133,4.065963657923598
ZINC000000004328,O=C(Cc1cccs1)c1c(O)sc2ccccc12,695.7385706498086,4.55251036081936
ZINC000000004329,Oc1ccc2c(c1)CCN1CCc3cc(O)c(O)cc3C[C@H]21,741.3523944946286,4.9185757695864725
ZINC000000004330,C[C@H]1[C@H](C)c2ccccc2N1C(=O)NC1C[C@@H]2CC[C@H](C1)N2C,602.387217912166,5.516058705777707
ZINC000000004331,Nc1ccc(C(=O)N[C@H]2CN3CCC2CC3)c2c1[C@@H]1CCCC[C@H]1O2,696.4268357434091,5.904729109274564
ZINC000000004332,CC(=O)N1CCC(=C2c3ccccc3CCCc3cccnc32)CC1,777.925793521736,6.8305359105666845
ZINC000000004333,CCOC(=O)/C(C#N)=C/c1ccc(O)c(O)c1,499.7173596351848,5.561932612201021
ZINC000000004334,N=C(NN)NCc1ccccc1,244.4945899428275,4.353178980984177
ZINC000000004335,CN1C(=O)CN(c2cccc(F)c2)NC1=O,431.44521182012556,3.802989299669159
ZINC000000004337,CC(=O)N(O)[C@@H]1c2cc(C#N)ccc2OC(C)(C)[C@H]1O,591.3269667406378,4.779017013232514
ZINC000000004339,FCc1noc([C@]23CCCN(CC2)C3)n1,363.30440351920555,3.265638660164182
ZINC000000004340,Cc1[nH]cnc1CN1CCc2oc3ccccc3c2C1=O,831.0347904679494,4.479075839147604
ZINC000000004341,Cc1cccc(N2CCNCC2)n1,279.253276651199,3.7470099329213933
ZINC000000004342,O=c1c2cccnc2sn1C1C2CC3CC(C2)CC1C3,703.3972540823543,3.9386103914221926
ZINC000000004343,Cc1[nH]cnc1C[C@H]1CCc2c(c3cccc4c3n2CCC4)C1=O,962.8282113314809,5.066702074472473
ZINC000000004344,O=C(NCc1ccc(O)c(O)c1)[C@H](CS)Cc1ccccc1,631.0561062586761,7.750725806243812
ZINC000000004346,Cc1[nH]cnc1Cc1nc(-c2ccccc2)cs1,639.8750764827225,4.74060183094492
ZINC000000004347,COC(=O)CCN1C=CC(C)(C)C=C1,250.46109673902203,4.309809561594921
ZINC000000004349,Fc1cc(F)cc(NC(=S)c2ccccn2)c1,523.2068217496917,4.967434182774216
ZINC000000004350,CSc1ccc(OC2(c3ccccc3)CCN(C)CC2)cc1,588.5920652207761,6.758275044517169
ZINC000000004351,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,761.2473019729697,5.488133515608595
ZINC000000004352,Cc1cn([C@@H]2CO[C@H](CO)O2)c(=O)[nH]c1=O,491.4080915564977,4.203013429907953
ZINC000000004353,CC(C)(C)NC[C@@H](O)COc1ccccc1-c1ccccc1,575.4890965965102,7.431083713902391
ZINC000000004354,Cc1cc2c(OC[C@H](O)CNC(C)C)cccc2[nH]1,533.9251378703719,6.08275427644793
ZINC000000004355,NC(=O)c1ccn2c1CS[C@H]2c1cccnc1,564.3846475274199,3.923953533967258
ZINC000000004356,CC(=O)N(O)[C@H]1c2cc(C#N)ccc2OC(C)(C)[C@@H]1O,591.3269667406378,4.779017013232514
ZINC000000004357,Cc1cnc(CSc2nc3ccccc3o2)cc1N1CCCCC1,806.4991122957879,6.850939650335729
ZINC000000004358,COC(=O)C1=CO[C@H](O)[C@@H]2C(CO)=CC[C@H]12,357.38642290670055,4.269909831885305
ZINC000000004359,CC(=O)N(C)CC1CCC(C(=O)Nc2ccncc2)CC1,481.55527293092314,7.199538893978359
ZINC000000004360,O=Cc1cc(C(=O)O)cc(O)c1C(=O)c1c(O)cccc1O,772.4682390160198,5.565751217833691
ZINC000000004363,CCCc1n[nH]c2c(C#N)c(=O)n3ccccc3c12,866.6453242551656,4.247918180738487
ZINC000000004364,O=C(N[C@H]1CN2CCC1CC2)c1cc(Cl)cc2c1OCCCC2,611.2843031394691,6.326943444368626
ZINC000000004365,O=c1c2c(c3cccnc3n1-c1ccccc1)N(c1ccccc1)CC2,1150.5911876832354,5.845179063360882
ZINC000000004366,C[C@H](n1ccnc1)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,722.29597623373,6.36045327878438
ZINC000000004367,COc1ccc2nc([S@](=O)Cc3cc(C)ccc3N(C)C)[nH]c2c1,902.4153064549962,6.6472226748741114
ZINC000000004368,Fc1ccc(-c2csc(=S)s2)cc1,452.21209524431936,3.654452237041124
ZINC000000004369,C=Cc1cc2c(cc1F)c(=O)c(C(=O)O)cn2CC,746.419979258775,4.681926669442064
ZINC000000004370,CCCn1oc2c(c1=O)CCNCC2,364.6891700547113,4.002881593971449
ZINC000000004371,O=C1[C@@H](O)[C@@H](O)CN1Cc1ccccc1,352.11048355835163,4.001506645563586
ZINC000000004372,O=c1ccn([C@@H]2C[C@@H](n3ccnn3)[C@H](CO)O2)c(=O)[nH]1,691.3342013876725,5.021013419571915
ZINC000000004373,CNc1nc2c(ncn2[C@H]2C[C@@H](CO)[C@H](O)C2)c(=O)[nH]1,679.2728980586445,4.875267146860186
ZINC000000004374,Cc1nc2ccccc2n2cnc(-c3noc(C4CC4)n3)c12,1011.9070193907354,4.127841176556583
ZINC000000004375,O=S=c1cc(-c2ccccc2)ss1,476.815850840543,3.998846235801274
ZINC000000004376,Cc1[nH]cnc1C[C@H]1CCc2c(c3cccc(F)c3n2C)C1=O,921.8846199494748,5.046202942069138
ZINC000000004377,COc1ccc(-c2nc3n(c2-c2ccncc2)CCC3)cc1,791.2045206090847,5.295309666212796
ZINC000000004378,CN(C)Cc1ccccc1Sc1cccc(O)c1,525.4069804831438,5.935735729644205
ZINC000000004379,C=CCn1ccc(=O)c(O)c1C,352.03643491841683,3.2579530539373915
ZINC000000004381,Nc1nc(=O)n([C@@H]2C=C[C@H](CO)O2)cc1Cl,485.3778213909321,4.245545005446999
ZINC000000004382,C[C@H](SC(=O)c1cccs1)C(=O)N[C@H]1CCSC1=O,486.41886546177284,6.58283331108569
ZINC000000004383,CC(=O)N[C@@H](C(=O)NCc1ccccc1)c1ccco1,564.0692663233918,6.56136204499613
ZINC000000004384,O[C@H](CNC1CCCCCCC1)COc1ccccc1C1CCCC1,490.5555161869167,10.176992872913129
ZINC000000004387,Cc1c(C)c2c(c(C)c1O)C[C@@H](CSc1ccccc1)O2,627.9088108787058,5.644146292402328
ZINC000000004388,CCOC(=O)N1CSC[C@@H]1C(=O)O,220.53808186005358,4.361157693227305
ZINC000000004389,CC(C)CNCc1cc2sc(S(N)(=O)=O)cc2s1,608.837718142319,5.260213145280604
ZINC000000004390,O=C(O)COc1ccc(CCNS(=O)(=O)c2ccccc2)s1,724.701288308896,7.389321099183998
ZINC000000004391,Cc1nc(N)sc1CCN1CCN(c2ccccn2)CC1,575.0048423273981,6.405857871119642
ZINC000000004392,Nc1nc(-c2ccccc2)c([C@H](O)CO)c2ncnn12,741.1062595182453,4.874595606076826
ZINC000000004395,NCC(=O)NC1(c2ccccc2)Cc2ccccc2C1,596.8969475507297,5.097712849630266
ZINC000000004396,COc1ccc(-c2nc(N)nc(N)n2)cc1,476.81261756512464,4.013879440851192
ZINC000000004397,Nc1nc(Cl)c2ncn([C@H]3O[C@@H](CO)C[C@H]3F)c2n1,621.2309733893901,4.549607655910624
ZINC000000004399,Cc1[nH]cnc1CN1CCc2c(c3cccc(C)c3n2C)C1=O,918.6395074516382,4.97807410584863
ZINC000000004400,Nc1nc(NC2CC2)c2ncn([C@@H]3C=C[C@H](CO)C3)c2n1,704.7972989715104,4.696423830473371
ZINC000000004401,Cc1nccn1C[C@H]1C[C@H]2CCCn3c2c(c2ccccc23)C1=O,949.1038957862108,5.066702074472473
ZINC000000004402,CN1[C@H]2CC[C@@H]1CC(NC(=O)c1nn3c4c(cccc14)CCC3)C2,797.0448454955433,5.311632480425128
ZINC000000004403,N=CN1[C@H]2CC[C@@H]1CC(OC(=O)c1c[nH]c3ccccc13)C2,709.5172791225184,5.1585582333207105
ZINC000000004404,COc1cc2cc(C3=NNC(=O)C[C@@H]3C)sc2cc1OC,694.83911162667,5.366112238903888
ZINC000000004405,Cc1[nH]c(=O)sc1-c1ccncc1Cl,517.5256605009874,3.5523362931019418
ZINC000000004407,C[C@]1(CO)Oc2ccc(/C=C/C(=O)N3CCCCC3)cc2C1=O,660.9854735943201,6.161532072056545
ZINC000000004408,CCN[C@H](Cc1ccccc1N)c1sccc1C,504.69963811168697,6.026078341855369
ZINC000000004409,C=C[C@@H]([C@H](c1ccccc1)[C@H]1CCCN1C)N1CCC=C(C(=O)O)C1,640.5559515252758,7.979618690886545
ZINC000000004411,Cc1[nH]c2cccc3c2c1C[C@H]1[C@@H]3C[C@@H](NC(=O)C(C)(C)C)CN1C,829.5141205554371,5.597578140199297
ZINC000000004412,Cc1cnc2c(c1)CCC[C@H]2S(=O)c1nc2cc(F)ccc2[nH]1,921.3425213552415,5.52661157434735
ZINC000000004413,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,404.5353943754878,6.400759172821562
ZINC000000004414,CCCC1=Cc2cc3c(cc2[C@H]1N(C)C)OCO3,505.46021993658013,4.320441116819903
ZINC000000004417,CCOc1cc2cc(C(=O)O)sc2cc1OCC,530.6200862004188,5.265942183016261
ZINC000000004418,CN1c2noc3cccc(c23)OC[C@@H]1O,508.33685186656965,2.868106139438085
ZINC000000004419,Cc1oc2ccccc2c2nn(-c3ccc(Cl)cc3)c(=O)c1-2,1015.228595340552,4.71283229203273
ZINC000000004421,O=C(CNc1ccncc1)Nc1ccccc1Nc1ccccc1,790.7317578127568,7.781521091589145
ZINC000000004422,Nc1nc2c(ncn2C2CC(CO)C2)c(=O)[nH]1,610.6740496871121,3.5572849378810236
ZINC000000004423,CSC(=O)[C@@H](C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,549.3062418221506,6.430988713064975
ZINC000000004424,c1csc(-c2cc3[nH]ccn3n2)c1,489.29734977028994,2.466838376695898
ZINC000000004425,CN1c2ccncc2NCc2cccn21,488.8380732176564,3.0156966802789666
ZINC000000004426,C#Cc1cn([C@@H]2C[C@@H](F)[C@H](CO)O2)c(=O)[nH]c1=O,600.2863803884168,4.758936428300128
ZINC000000004427,O=C[C@H]1CCCN1C(=O)[C@H]1CCCN1C(=O)OCc1ccccc1,604.2961406739558,7.466304185647849
ZINC000000004428,CN(C)CC(=O)N1c2ccccc2N(C)S(=O)(=O)c2ccccc21,893.4587099597454,5.91902244880854
ZINC000000004430,CN1CCC(c2c[nH]c3ccc(CCNS(C)(=O)=O)cc23)CC1,774.2324300330147,6.628798902868981
ZINC000000004431,N#Cc1ccc([C@@H](Cc2ccc(C#N)cn2)Cn2cncn2)cc1,867.2535753808944,7.167551344869914
ZINC000000004432,C[C@H](c1ccccn1)[C@@](O)(Cn1cncn1)c1ccc(F)cc1F,810.7225692475682,6.44545350388092
ZINC000000004433,Cc1cccc2c1Oc1ccccc1[C@@]1(O)CCN(C)C[C@@H]21,727.1251646343483,4.832483162346307
ZINC000000004434,C[C@H]1CCCCN1C(=O)/C=C/c1ccc(C(F)(F)F)cc1,519.3187808120298,6.327821848555249
ZINC000000004435,CC1(C)CSSC[C@H](C(=O)O)NC1=O,254.97094674997984,4.439868094126041
ZINC000000004436,NC(=S)[C@@H](C(=O)OC1Cc2ccccc2C1)c1ccccn1,677.8149426668134,6.234909126855582
ZINC000000004438,Nc1c2c(nc3cccc(F)c13)C1CC(C2)C1,629.645081458124,2.9734131220812388
ZINC000000004439,O=c1ccc2[nH]cc(C3=CCNCC3)c2[nH]1,605.9965528005129,3.644607038133527
ZINC000000004440,C[C@@H](c1ccc(-c2ccccc2)s1)N(O)C(N)=O,538.9340894706439,5.20105255712871
ZINC000000004443,C=C1[C@H](OC(=O)c2c[nH]c3ccccc23)C2CCN1CC2,710.4033368930153,4.653724507807208
ZINC000000004446,COc1ccc(/N=c2\nc3cccccc-3[nH]2)cc1,682.1959762499058,4.937315409401991
ZINC000000004448,Cc1nccn1C[C@H]1CCc2c(c3ccccc3n2C)C1=O,871.7199680624578,4.833784702035854
ZINC000000004449,C[C@@H](O)[C@@H]1C(=O)N2C(C(=O)O)=C(n3c(=O)sc4ccccc43)C[C@H]12,970.248239578471,5.021256119332376
ZINC000000004450,Cc1ccc(-c2nc3c(s2)NCCCC3)cc1N,550.9132353476462,4.61118796030603
ZINC000000004451,Cc1cn([C@@H]2C[C@@H](F)[C@H](CO)O2)c(=O)nc1S,479.1090814786363,4.7528224068944285
ZINC000000004452,COc1ccn2c(C)c(CCc3ccc4nc(N)oc4c3)nc2c1,1032.2875081675766,5.559882097428595
ZINC000000004453,O=c1ccc2cc(N3CCC(O)CC3)ccc2[nH]1,612.4652555009878,4.459144724843171
ZINC000000004454,O=C(O)c1ccc2nc3ccccn3c(=O)c2c1,836.3739222650618,3.6623011094367786
ZINC000000004455,CN1[C@@H]([C@H]2CSC(c3ccccc3O)=N2)SC[C@]1(C)C(=O)O,636.9685040496371,5.7900905386560115
ZINC000000004457,c1ccc2cc([C@@H]3CCCc4cncn43)ccc2c1,726.7150863312006,4.231840428213802
ZINC000000004458,Cc1[nH]cnc1C[C@H]1COc2ccc3ccccc3c2C1=O,866.4045891525744,4.9827877328839705
ZINC000000004460,CCC(=O)Nc1c(OC(=O)CC)nc(C)c2cc(OC)c(OC)cc12,816.9539749007082,7.827835876954752
ZINC000000004461,C[C@H]1CC(=O)NN=C1c1ccc(Oc2cccnc2)cc1,665.6812612877384,5.745465897633071
ZINC000000004462,O=C(O)c1ccc(NC(=O)[C@H](CS)Cc2ccccc2)cc1,640.7134431991817,7.656944680226838
ZINC000000004464,Cc1cc([C@H](C)C(=O)NC2CCCCC2)ccc1N,450.06219712558806,6.089530643098681
ZINC000000004465,O=c1ccc2cccc(N3CCNCC3)c2o1,585.2343106698498,4.2189098925910535
ZINC000000004466,CC1=CCN(C)c2c(C[S@](=O)c3nc4ccccc4[nH]3)cccc21,940.6572828305734,5.907683119830392
ZINC000000004467,CCOC(=O)c1nc2c3cc(C)ccc3n(CC)c(=O)n2n1,939.2464522616945,5.249745516586953
ZINC000000004468,Cc1c(Cl)nc(N2CCNCC2)nc1NC(C)C,415.17395133322947,5.713350058865184
ZINC000000004469,Nc1c(N2CCCCC2)c([C@H]2CCCCC2=O)nc2ccccc12,764.8131668976436,6.421900047330483
ZINC000000004472,CCS[C@@H]1O[C@@H]2O[C@]3(C)CC[C@H]4[C@@H](C)CC[C@H]([C@@H]1C)[C@]24OO3,446.374874899754,5.3477067278275925
ZINC000000004474,CSc1c(CC[C@@H](C)O)c(O)c(C)c(O)c1C(C)=O,494.95471089053694,6.300630971696413
ZINC000000004475,CCCN1CCN(c2nc(Oc3ccccc3)c3ccccc3n2)CC1,860.2738929937228,7.70374950817646
ZINC000000004476,Nc1nc2ccnc(-c3ccncc3)n2n1,630.1092270078778,3.265432098765432
ZINC000000004477,CCCc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O,549.7861038573559,5.683598308898243
ZINC000000004480,CN(CCN(C)c1ccc(NS(C)(=O)=O)cc1)c1ccncc1,717.505272140233,7.322783203124999
ZINC000000004484,CC(=O)NC[C@@H]1CN(c2ccc3c(c2)CCN3C(C)=O)C(=O)O1,673.2892361181182,5.905419011459647
ZINC000000004485,C[C@]12CCCc3cccc(c31)C[C@H](Cn1ccnc1)C2,614.3533893791955,4.47382113271508
ZINC000000004486,O=c1[nH]c2ccc(Nc3ccc4[nH]ccc4c3)cc2o1,961.7414292949965,4.0258638541975245
ZINC000000004487,CC1(C)Oc2cc([N+](=O)[O-])sc2[C@H](N2CCCC2=O)[C@H]1O,611.7028326529273,4.671022761125991
ZINC000000004488,CC1(C)Oc2cc([N+](=O)[O-])sc2[C@H](N2CCCCC2=O)[C@H]1O,626.7494257593768,5.203187893468792
ZINC000000004489,C=C1[C@@H](n2cc(F)c(N)nc2=O)O[C@@H](CO)[C@@H]1O,544.4145965086003,4.482425935618358
ZINC000000004490,Nc1noc(C[C@@H]2CN3CC[C@@H]2C3)n1,337.3078743375202,2.947893079794
ZINC000000004492,COc1cccc(-c2cc([C@H]3CNC(=O)C3)ccc2OC)c1,696.4816659891164,6.096692565295257
ZINC000000004493,CC1(C)Oc2ccc(C#N)cc2[C@H](N2CCCC2=O)C1=O,672.5899289406666,4.589937946900745
ZINC000000004494,Nc1ncc([C@@]23CCCN(CC2)C3)o1,344.89123936614425,2.730143125490291
ZINC000000004497,C=C1C[C@@H](n2ccc(N)nc2=O)O[C@H]1CO,468.6222131773805,4.070238064132969
ZINC000000004498,COc1cnc2c3c(nccc13)C(=O)c1ccccc1-2,871.4799130938287,3.86984
ZINC000000004502,CNC[C@H]1CCSc2[nH]c3ccccc3c21,503.6019450476448,4.148519081842894
ZINC000000004503,CCC[C@@]1(C2=NCCN2)Cc2cccc3c2N1CC3,548.9250693447734,3.9900484560569107
ZINC000000004504,CCn1cnc(C(=O)NC)c1C(=O)NC,383.4641051790352,4.585352776449697
