source,AI,AI2,Human,Random
target,Yield_CN,Yield_CN,Yield_CN,Yield_CN
run0,0.17806178331375122,0.17698633670806885,0.33878058195114136,0.23486894369125366
run1,0.44310539960861206,0.12275862693786621,0.36002814769744873,0.28511935472488403
run2,0.22196030616760254,0.12024050951004028,0.3634456992149353,0.2472023367881775
run3,0.2672988772392273,0.15305566787719727,0.31617337465286255,0.2835567593574524
run4,0.2237754464149475,0.2561037540435791,0.4105188846588135,0.3750765323638916
run5,0.18087321519851685,0.12275999784469604,0.1938316822052002,0.21365082263946533
run6,0.3928455710411072,0.364443838596344,0.26815277338027954,0.42377811670303345
run7,0.5528160333633423,0.46294641494750977,0.5511909127235413,0.5786808729171753
run8,0.24574333429336548,0.15439081192016602,0.09727686643600464,0.24782472848892212
run9,0.4318668246269226,0.398395299911499,0.159528911113739,0.4652217626571655
r2_test_mean,0.3138346791267395,0.23320812582969666,0.3058927834033966,0.3354980230331421
r2_test_max,0.5528160333633423,0.46294641494750977,0.5511909127235413,0.5786808729171753
r2_test_min,0.17806178331375122,0.12024050951004028,0.09727686643600464,0.21365082263946533
r2_test_std,0.12388055670214213,0.12278865755523186,0.12548826623607204,0.114462907603464
