source,AI,AI2,Human,Random
target,Yield_CO_s,Yield_CO_s,Yield_CO_s,Yield_CO_s
run0,0.8273236155509949,0.7500492334365845,0.7169908285140991,0.8128708600997925
run1,0.6769292950630188,0.655053973197937,0.70796799659729,0.752106785774231
run2,0.5220662355422974,0.4734918475151062,0.6997784376144409,0.7228491306304932
run3,0.9101312160491943,0.8687252402305603,0.7854454517364502,0.9164022207260132
run4,0.6062564849853516,0.58958899974823,0.7190898656845093,0.7301772236824036
run5,0.7640381455421448,0.6864743828773499,0.7695417404174805,0.8252055644989014
run6,0.8075450658798218,0.6796139478683472,0.7788504958152771,0.773809552192688
run7,0.8130914568901062,0.749067485332489,0.7655223608016968,0.8066709041595459
run8,0.8299540877342224,0.7869915962219238,0.7597663402557373,0.8278013467788696
run9,0.7687554955482483,0.6395637392997742,0.6823645234107971,0.829590380191803
r2_test_mean,0.75260910987854,0.6878620445728302,0.7385318040847778,0.7997483968734741
r2_test_max,0.9101312160491943,0.8687252402305603,0.7854454517364502,0.9164022207260132
r2_test_min,0.5220662355422974,0.4734918475151062,0.6823645234107971,0.7228491306304932
r2_test_std,0.11123922921742395,0.10451925241816425,0.0352139671508482,0.05463515917185786
