SMILES,ABCGG,AATSC3d,ATSC3d,GGI10,ATSC4i,BCUTp-1l,Kier3,AATS8p,Kier2,fr_NH0,VSA_EState3,Kappa3,Kappa2,PEOE_VSA6,BertzCT,EState_VSA3
CC1(C)c2ccccc2N(c2ccc(-c3nc4ccccc4o3)cc2)c2ccccc21,18.096536339881723,-0.0770380918476326,-10.01495194019224,0.209776553412917,7.265268249803137,0.7502113097730863,3.7686268226245794,1.1598514020959063,8.652263374485596,2,0.0,2.700523703092817,6.576666163026376,62.37841094707412,1330.207543626496,5.890723922025908
O=c1c2ccccc2n(-c2ccc(-c3nc4ccccc4o3)cc2)c2ccccc12,17.278722938267133,-0.042970664426241,-4.640831758034031,0.1767187021732476,27.132204110181608,0.7499473459196507,3.7632,1.222288902225925,8.741253364090735,2,1.4152358602863655,2.4732111312186658,6.424250584960881,36.39820241076966,1515.3227344590546,16.6631723509555
Clc1ccc2c(c1)c1cc(Cl)ccc1n2-c1ccc(-c2nc3ccccc3o2)cc1,17.484549114342183,-0.0452114730189596,-4.611570247933887,0.228556269768391,22.70267009744421,0.7502122940817364,3.7632,1.492166927861348,8.408284023668639,2,3.5478902036674835,2.7065616950921307,6.626667747404218,35.33461391738825,1469.630795050997,15.93599054950856
c1ccc2c(c1)Sc1ccccc1N2c1ccc(-c2nc3ccccc3o2)cc1,16.495447736881545,-0.0219658119658119,-2.284444444444445,0.1673359861238649,24.639580581976283,0.7502125209868381,3.754810553461615,1.2653030676113506,8.501457725947521,2,0.0,2.7222222222222223,6.535502958579881,48.16008736016077,1262.07734354649,5.890723922025908
c1ccc2c(c1)Oc1ccccc1N2c1ccc(-c2nc3ccccc3o2)cc1,16.495447736881545,-0.0219658119658119,-2.284444444444445,0.1673359861238649,30.66959825699352,0.7501998903331434,3.754810553461615,1.2198009896892728,8.501457725947521,2,0.0,2.5743844541951377,6.243261206061365,36.39820241076966,1260.07734354649,5.890723922025908
CN(c1ccccc1)c1ccc(-c2nc3ccccc3o2)cc1,13.76485719223451,-0.1112989574528036,-9.349112426035504,0.081220283644526,-2.317377133744268,0.7502148590616797,3.665139525197834,1.230186398224264,7.486111111111111,2,0.0,2.5720039980756217,5.612130118189583,30.33183534230805,893.697981011043,5.890723922025908
c1ccc2c(c1)-c1ccccc1C2c1ccc(-c2nc3ccccc3o2)cc1,16.41265189631293,-0.074156378600823,-8.00888888888889,0.1624405672890521,4.804208151508365,0.7502133523462706,3.3525094227335845,1.2806789981905211,7.921875,1,0.0,2.2459396696114284,5.929999974579578,72.79640482153933,1235.379812585839,5.890723922025908
c1ccc2c(c1)-c1ccccc1[SiH]2c1ccc(-c2nc3ccccc3o2)cc1,16.41265189631293,-0.074156378600823,-8.00888888888889,0.1624405672890521,-12.085016171666688,0.7502136161340921,3.3525094227335845,1.4622620967820703,7.921875,1,4.452671559874844,2.299209675307177,6.042557382110082,77.9831304672268,1241.4948405131393,5.890723922025908
c1ccc(P(c2ccccc2)c2ccc(-c3nc4ccccc4o3)cc2)cc1,16.433342559555005,-0.0337878760071209,-3.4801512287334577,0.1224405672890521,8.723521243945168,0.7502135100971979,4.541789841440473,1.3105285632443764,9.427685950413224,1,4.003597485800769,3.236789045137373,7.420357799756154,84.92913895846256,1125.2534716480702,5.890723922025908
c1ccc2oc(-c3ccc(-n4c5ccccc5c5cccnc54)cc3)nc2c1,16.41265189631293,-0.054348186002362,-5.326122228231476,0.1624405672890521,15.014648031428816,0.7502122273411003,3.3525094227335845,1.24411229325775,7.921875,3,2.356254378804884,2.1804903764815573,5.7909627438644815,30.33183534230805,1372.142977121907,5.890723922025908
c1ccc2oc(-c3ccc(-n4c5ccncc5c5cnccc54)cc3)nc2c1,16.41265189631293,-0.0871809716794518,-8.195011337868477,0.1624405672890521,23.358997995967115,0.7502117221497586,3.3525094227335845,1.292396229532763,7.921875,4,2.1826432676937726,2.1636794061545586,5.755114475594025,12.13273413692322,1374.895039652067,5.890723922025908
c1ccc2oc(-c3ccc(-n4c5ccccc5c5cnccc54)cc3)nc2c1,16.41265189631293,-0.0723833070275162,-7.093564088696592,0.1624405672890521,22.54914652699266,0.7502123226265551,3.3525094227335845,1.2738179515153123,7.921875,3,2.356254378804884,2.1804903764815573,5.7909627438644815,30.33183534230805,1372.142977121907,5.890723922025908
Cc1cccc2c3cccc(C)c3n(-c3ccc(-c4nc5ccccc5o4)cc3)c12,17.9230336057946,-0.0407017543859649,-4.640000000000001,0.268556269768391,45.11507565117465,0.7502119535261864,3.5702479338842976,1.0324215125142964,8.408284023668639,2,2.577272897323403,2.4187471179035023,6.326735474228707,48.53093654769288,1459.3452372369516,5.890723922025908
c1ccc(-n2c3ccccc3c3cc(-c4ccc(-c5nc6ccccc6o5)cc4)ccc32)cc1,18.705695932369576,-0.0512513096356782,-6.508916323731139,0.129280685644322,19.646793661418684,0.7502103033516456,4.39363321799308,1.4013921918539811,10.045184304399523,2,2.5058141244657515,2.9465045789762105,7.461300391464285,66.73003775307771,1758.0420792207071,5.890723922025908
c1ccc(N(c2ccccc2)c2ccc(-c3nc4ccccc4o3)cc2)cc1,16.433342559555005,-0.0337878760071209,-3.4801512287334577,0.1224405672890521,26.563704016636954,0.7502126947957997,4.541789841440473,1.2111144455973175,9.427685950413224,2,0.0,3.0336257672515354,7.045752075420787,48.53093654769288,1123.2534716480702,5.890723922025908
Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3nc4ccccc4o3)cc2)cc1,17.4274281961228,-0.0405582711602778,-4.664201183431954,0.188556269768391,20.918203774395053,0.7502117108623929,5.0101775147929,1.3616888814401835,9.868055555555555,2,0.0,3.461196078968852,7.52507519023611,47.52510539416365,1205.3100627497363,5.890723922025908
