source,Human
target,Yield_CO_cl
run0,0.6183006167411804
run1,0.7138956785202026
run2,0.771507978439331
run3,0.8046491742134094
run4,0.7620360255241394
run5,0.6780490875244141
run6,0.7676537036895752
run7,0.7310589551925659
run8,0.5397533178329468
run9,0.6788157224655151
r2_test_mean,0.706572026014328
r2_test_max,0.8046491742134094
r2_test_min,0.5397533178329468
r2_test_std,0.07648566571144325
