source,AI2+Human
target,Yield_CO_l
run0,14.981290817260742
run1,18.830028533935547
run2,16.065048217773438
run3,14.33220386505127
run4,16.110074996948242
run5,16.958377838134766
run6,17.676851272583008
run7,16.2484188079834
run8,17.193653106689453
run9,16.46847152709961
rmse_test_mean,16.48644256591797
rmse_test_max,18.830028533935547
rmse_test_min,14.33220386505127
rmse_test_std,1.2212603092193604
