source,AI+Human
target,Yield_CO_l
run0,0.752776026725769
run1,0.6614828109741211
run2,0.7581801414489746
run3,0.7769798636436462
run4,0.7701987028121948
run5,0.7954531311988831
run6,0.7700513601303101
run7,0.7965056896209717
run8,0.7298520803451538
run9,0.7725650072097778
r2_test_mean,0.7584044814109803
r2_test_max,0.7965056896209717
r2_test_min,0.6614828109741211
r2_test_std,0.03726312240537079
