source,AI2+Human
target,Yield_CO_cl
run0,12.735065460205078
run1,9.099991798400879
run2,13.057658195495605
run3,9.188592910766602
run4,8.905535697937012
run5,9.257003784179688
run6,9.496338844299316
run7,10.085936546325684
run8,11.200739860534668
run9,9.134492874145508
rmse_test_mean,10.216135025024414
rmse_test_max,13.057658195495605
rmse_test_min,8.905535697937012
rmse_test_std,1.4843497276306152
