source,AI2+Human
target,Yield_CO_cl
run0,0.5679094791412354
run1,0.686812698841095
run2,0.5680863261222839
run3,0.7743474245071411
run4,0.7944342494010925
run5,0.7170248627662659
run6,0.7205696702003479
run7,0.7191155552864075
run8,0.5790522694587708
run9,0.6873071193695068
r2_test_mean,0.6814659655094146
r2_test_max,0.7944342494010925
r2_test_min,0.5679094791412354
r2_test_std,0.07867726170525081
