source,AI2+Human
target,Yield_CO_l
run0,0.828924298286438
run1,0.6726983189582825
run2,0.8275566101074219
run3,0.8349480628967285
run4,0.8116633892059326
run5,0.7606669664382935
run6,0.7396442890167236
run7,0.8060951828956604
run8,0.7693814039230347
run9,0.7521109580993652
r2_test_mean,0.7803689479827881
r2_test_max,0.8349480628967285
r2_test_min,0.6726983189582825
r2_test_std,0.04874754239434049
