,source,target,r2_train_mean,r2_train_std,r2_test_mean,r2_test_std
0,AI,Yield_CO,0.9766451716423035,0.01040979790093465,0.7099901020526886,0.11000437326901524
1,AI2,Yield_CO,0.9743720293045044,0.011642736792481378,0.6768965125083923,0.15800588589652548
2,Human,Yield_CO,0.9678098022937774,0.02218778420382692,0.7434475958347321,0.05107368789793856
3,Random,Yield_CO,0.9793422818183899,0.007806439205550105,0.8002738893032074,0.05800193804109687
