source,zinc_50572
target,Yield_CO_l
run0,0.7250604629516602
run1,0.7229691743850708
run2,0.7309818267822266
run3,0.8008152842521667
run4,0.80438631772995
run5,0.6700840592384338
run6,0.7756437659263611
run7,0.7070590257644653
run8,0.6990469694137573
run9,0.7621996402740479
r2_test_mean,0.739824652671814
r2_test_max,0.80438631772995
r2_test_min,0.6700840592384338
r2_test_std,0.04225181040764829
