source,zinc_50572
target,Yield_CO_l
run0,18.1175594329834
run1,18.826648712158203
run2,18.021751403808594
run3,15.286917686462402
run4,17.29496192932129
run5,19.466228485107422
run6,16.463335037231445
run7,16.417463302612305
run8,21.25045394897461
run9,19.08237648010254
rmse_test_mean,18.022769927978516
rmse_test_max,21.25045394897461
rmse_test_min,15.286917686462402
rmse_test_std,1.6523597240447998
