source,AI+AI2,AI+Human,AI+Random,AI2+Human,AI2+Random,Random+Human
target,Yield_CO_cl,Yield_CO_cl,Yield_CO_cl,Yield_CO_cl,Yield_CO_cl,Yield_CO_cl
run0,10.369611740112305,11.129501342773438,10.702136993408203,9.930623054504395,10.926837921142578,12.871450424194336
run1,9.661016464233398,8.953943252563477,9.091641426086426,6.987880706787109,8.881986618041992,9.461936950683594
run2,12.376123428344727,11.482608795166016,12.062686920166016,9.757168769836426,12.15982723236084,11.73809814453125
run3,9.366182327270508,9.227970123291016,9.917311668395996,8.843230247497559,9.402949333190918,9.141785621643066
run4,9.05773639678955,8.383650779724121,9.357833862304688,7.615395545959473,8.817075729370117,9.053030967712402
run5,9.21920394897461,8.800286293029785,9.969164848327637,8.233316421508789,8.928587913513184,9.072876930236816
run6,9.762502670288086,10.18021011352539,9.57705307006836,8.102166175842285,9.688389778137207,8.634395599365234
run7,10.431471824645996,9.859784126281738,11.62527847290039,9.477790832519531,10.817824363708496,10.009719848632812
run8,13.260135650634766,12.22584342956543,13.410541534423828,10.153358459472656,12.047781944274902,11.559046745300293
run9,10.547865867614746,10.604072570800781,9.252159118652344,8.441544532775879,10.7307767868042,9.510830879211426
rmse_test_mean,10.405184745788574,10.084787368774414,10.496581077575684,8.754247665405273,10.240202903747559,10.105317115783691
rmse_test_max,13.260135650634766,12.22584342956543,13.410541534423828,10.153358459472656,12.15982723236084,12.871450424194336
rmse_test_min,9.05773639678955,8.383650779724121,9.091641426086426,6.987880706787109,8.817075729370117,8.634395599365234
rmse_test_std,1.3162894248962402,1.2048068046569824,1.36156165599823,1.0044925212860107,1.2080539464950562,1.3591368198394775
