source,AI,AI2,Human,Random
target,Yield_CS,Yield_CS,Yield_CS,Yield_CS
run0,0.35008180141448975,0.2906210422515869,0.3027496337890625,0.2864927649497986
run1,0.3564274311065674,0.27186113595962524,0.26427221298217773,0.2048209309577942
run2,0.21196550130844116,0.12923985719680786,0.22968482971191406,0.12689441442489624
run3,0.30547451972961426,0.26022404432296753,0.15610021352767944,0.2547769546508789
run4,0.4088094234466553,0.2444022297859192,0.22812789678573608,0.4163915514945984
run5,-0.021123528480529785,-0.06734263896942139,-0.12065780162811279,-0.03966248035430908
run6,0.2109176516532898,0.2732241153717041,0.206193745136261,0.2656177282333374
run7,0.33095186948776245,0.356983482837677,0.40898603200912476,0.39237797260284424
run8,0.40863627195358276,0.22250628471374512,0.3415379524230957,0.3264538049697876
run9,0.4702605605125427,0.32631558179855347,0.4369209408760071,0.4106207489967346
r2_test_mean,0.3032401502132416,0.2308035135269165,0.24539156556129454,0.26447843909263613
r2_test_max,0.4702605605125427,0.356983482837677,0.4369209408760071,0.4163915514945984
r2_test_min,-0.021123528480529785,-0.06734263896942139,-0.12065780162811279,-0.03966248035430908
r2_test_std,0.13342087229615027,0.1150795175788986,0.1484531896961768,0.13424028212024242
