source,AI,AI2,Human,Random
target,Yield_CA,Yield_CA,Yield_CA,Yield_CA
run0,23.441831588745117,24.791339874267578,25.28986167907715,24.646989822387695
run1,15.666552543640137,15.76829719543457,18.635034561157227,16.39365005493164
run2,20.33229637145996,22.3201961517334,21.630849838256836,21.457014083862305
run3,22.253095626831055,22.76687240600586,22.971174240112305,23.693317413330078
run4,24.22963523864746,25.511306762695312,23.315340042114258,23.848037719726562
run5,21.64365577697754,19.871299743652344,20.649110794067383,20.146896362304688
run6,22.028398513793945,20.826187133789062,20.608999252319336,21.847373962402344
run7,19.92232894897461,19.700246810913086,19.27671241760254,22.06734848022461
run8,24.980815887451172,23.297588348388672,22.212417602539062,23.20045280456543
run9,21.3891544342041,23.203659057617188,24.796443939208984,21.63102149963379
rmse_test_mean,21.588777542114258,21.805700302124023,21.938594818115234,21.89320945739746
rmse_test_max,24.980815887451172,25.511306762695312,25.28986167907715,24.646989822387695
rmse_test_min,15.666552543640137,15.76829719543457,18.635034561157227,16.39365005493164
rmse_test_std,2.4903786182403564,2.712907314300537,2.0966484546661377,2.2347288131713867
