source,zinc_50572
target,Yield_CO_cl
run0,0.5261280536651611
run1,0.66496342420578
run2,0.6748427152633667
run3,0.7434844970703125
run4,0.7636519074440002
run5,0.679673969745636
run6,0.7458093166351318
run7,0.7196704149246216
run8,0.5296510457992554
run9,0.7038502097129822
r2_test_mean,0.6751725554466248
r2_test_max,0.7636519074440002
r2_test_min,0.5261280536651611
r2_test_std,0.07987647191074779
