source,AI+Human
target,Yield_CO_cl
run0,0.7380267381668091
run1,0.7322186231613159
run2,0.7471728324890137
run3,0.782843828201294
run4,0.7811049222946167
run5,0.7270066738128662
run6,0.7452419996261597
run7,0.6540617942810059
run8,0.6259620785713196
run9,0.6303517818450928
r2_test_mean,0.7163991272449494
r2_test_max,0.782843828201294
r2_test_min,0.6259620785713196
r2_test_std,0.05538966417435388
