SMILES,BertzCT,Kappa3,ABCGG
C[C@@H](CC(=O)Nc1ccc(Cl)cc1Cl)N1CCCCC1,472.941359596364,4.369197797709202,12.740699821620396
O=C(O)[C@H]1CCc2cc(C3CCCCC3)c(Cl)cc21,503.7155516001744,2.383832481523404,12.601294596139738
CC(C)(C)C(=O)[C@H](Oc1ccc(Cl)cc1)n1ccnc1,570.9210237184805,3.3911569604678258,13.945057431416782
C[C@H](C(=O)O)c1ccc(C(=O)c2cccs2)c(Cl)c1,619.626243851868,2.853435606999613,13.052583120056193
C[C@H](CN(C)C)[C@](C)(O)Cc1ccc(Cl)cc1,345.7447718216834,4.663060148797411,11.56276922178206
C[C@H]1[C@H]2CC[C@H](C2)[C@H]1CN(CCO)C(=O)c1ccc(Cl)cc1,528.3936230242252,3.018274370277416,14.994048433569006
CN(C)CCC[C@H]1c2ccccc2Nc2ccc(Cl)cc21,636.8654948023037,3.066780328845196,12.976414211606034
Cc1c(Cl)cccc1Nc1ncccc1C(=O)OC[C@H](O)CO,693.5304950199518,4.41474053702214,14.664281838072696
Clc1ccc(C[C@H]2CC[C@@H]3CCCCN3C2)cc1,386.5883632842943,2.8914517609560577,10.77725851885742
CC(=O)Nc1ccc(O[C@H](O)C(Cl)(Cl)Cl)cc1,388.77775060206096,4.9981596344689,11.198363278864196
CC(C)(C)NC[C@H](O)COc1cc(Cl)ccc1Cl,391.06790085225975,5.91493960849646,11.868927482238163
O[C@H](c1ccc(Cl)cc1)c1cc2ccccc2o1,637.2812789574599,2.0067778651606907,11.698167903168928
CC(C)NC[C@@H](O)c1ccccc1Cl,288.37094987019805,3.2935878057314896,9.51262624841494
CN(C)CC[C@@H]1c2ccc(Cl)cc2CCc2cccnc21,636.8654948023037,3.1171799733379304,13.290130638494984
COC1=C[C@H]2[C@@H]3Cc4ccc(OC)c(O)c4[C@]2(CCN3C)CC1=O,741.1274901279538,1.8759421903542708,15.16680756365488
COc1ccc2c3c1O[C@@H]1[C@H](O)C=C[C@@H]4[C@@H](C2)[N+](C)([O-])CC[C@]314,727.9769249093094,1.441395960309202,14.677183484760029
O[C@H]1CNC=Nc2c1ncn2Cc1cccc2ccccc12,847.4911524620863,2.1559621822825745,13.934235598218647
CC(C)(C)NC[C@H](O)c1ccc(O)c(O)c1,357.77177241192635,3.715237163466544,10.890113833511698
C[C@@]12CCC(=O)C=C1CC[C@@H]1[C@@H]3CC[C@@H](C(=O)CO)[C@@]3(C)C[C@@H](O)[C@H]12,637.8073073537269,2.3285123966942147,16.390058770164643
COc1c2c(cc3c1[C@@H](O)N(C)CC3)OCO2,460.3091176584351,1.4624672504668634,11.829914919687264
COc1cc(O)c(C(=O)c2ccccc2)c(O)c1,552.597904859073,2.1294780215657467,11.961899621936322
C[C@H](CN(C)C)CN1c2ccccc2Sc2ccc(C#N)cc21,748.5202118739876,3.3626073893685944,14.33234950626615
C[C@@H]1C[C@@H](OC(=O)[C@H](O)c2ccccc2)CC(C)(C)C1,452.56273773139947,3.825397329793695,13.14403821050619
O=C1N=C(NC2CC2)O[C@H]1c1ccccc1,437.59179936583314,1.7810943453741808,10.827749212495508
CN(C)[C@H]1CCc2[nH]c3ccccc3c2C1,510.4297404862057,1.449382127460766,10.691948222508692
C[C@](O)(CC(=O)O)C1CCCCC1,180.608879641505,2.9923951724184628,9.132956040873566
CC[C@H](C(=O)O)C1(O)CCCCC1,182.608879641505,2.213223504496185,9.287292023667549
CN(C)CCOC(=O)[C@H](c1ccccc1)C1(O)CCCC1,452.3628417120062,4.048943258825741,14.408212681321451
CC[N+]1(C)CC[C@H](OC(=O)[C@H](c2ccccc2)C2CCCC2)C1,523.7030280338937,3.76972120205372,15.754969951691129
O[C@@](CCN1CCCCC1)(c1ccccc1)C1CCCC1,420.452310896252,3.4898666476003646,13.902282302206553
CN(C)CC(=O)N1c2ccccc2Sc2ccccc21,608.930061455509,2.322715522112221,12.81801916817724
O[C@@](C1=NCCN1)(c1ccc(Cl)cc1)c1ccccn1,627.3267025213811,2.170012527925303,13.62626021799695
CC1=Nc2ccccc2C[C@@H](c2ccccc2)N1C,601.668946820356,2.2596248866203874,12.21184137494105
O[C@H](Cn1ccnc1)c1ccc(CCc2ccccc2)cc1,675.2240714463726,3.8313751095067854,13.184406344429496
CC(=O)[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@H](O)C[C@@]21C,706.6846103390365,2.011148217448085,16.72895493356862
CC(C)NC[C@@H](O)c1ccc(O)cc1,269.12094987019805,3.358498923079408,9.291425721813496
C1CCC(C2(C3CCCCC3)OC[C@H]([C@@H]3CCCCN3)O2)CC1,349.83796319541057,3.340303068509947,14.692116373504716
CC(=O)Nc1ccc(OC[C@H](O)CNC(C)C)c(C(C)=O)c1,528.8771330348502,6.237138018916653,13.982212673328409
CN1C(=O)CCS(=O)(=O)[C@H]1c1ccc(Cl)c(Cl)c1,600.3059303970706,2.345940285774308,12.375270038526018
CCN(CC)CC(=O)N1c2ccccc2Sc2ccccc21,636.7923031168626,2.762976495344911,13.936274889091884
CCN(CC)[C@@H](C)C(=O)c1ccccc1,303.57180855073926,2.8972781770561498,10.356628673126464
CCN(CC)[C@@H](C)C=C(c1cccs1)c1cccs1,456.6060299373146,3.5587216253958984,13.768565704491952
C[C@@H](C(=O)Nc1cc(-c2ccccc2)nn1-c1ccccc1)N(C)C,840.6474179205453,3.776239515828709,15.997719782680518
CC[C@@H]1CN2CC[C@H]1C[C@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,732.650671102026,2.579450840365649,14.85165704131409
CC[C@@H]1CN2CC[C@H]1C[C@@H]2[C@H](O)c1ccnc2ccc(OC)cc12,732.650671102026,2.579450840365649,14.85165704131409
Cn1cnc2c1c(=O)n(C[C@H](O)CO)c(=O)n2C,696.191196074724,1.7490414448594218,12.936377606988264
COc1ccc2c(=O)c(C)c(-c3ccccc3)oc2c1CN(C)C,927.0070930369708,2.807132724800696,15.346526088507057
CN1CC[C@](C)(CN2c3ccccc3Sc3ccccc32)C1,653.8394682639768,2.423927841491832,14.234816923960246
CC(=O)Nc1ccc(C(=O)O)cc1,329.21798022455295,2.59054602489952,8.664137265371869
CC1=C2CC[C@H]3[C@@H]([C@H](O)C[C@]4(C)[C@@H]3CC[C@@]4(C)O)[C@]2(C)CCC1=O,618.5733968704452,1.8881772961593464,16.23302295981548
C[C@@H](C=C(c1cccs1)c1cccs1)N(C)C,430.0599875757249,3.0600854973370657,12.550150920811037
CNC[C@@H](O)c1cc(OC)c(O)c(OC)c1,328.8329535945258,2.5601615351171163,10.923046840432992
CCN[C@@H](C)[C@@H](O)c1ccc(O)c(O)c1,327.6091145750728,2.841823295577169,10.244588977696363
O=C(OCCN1CCCCC1)[C@@H](c1ccccc1)N1CCCCC1,493.6201294707973,4.805816676743439,14.609355610448548
Cc1nc2ccccc2c(=O)n1C[C@H](O)CO,591.8107019927032,2.2008551095296336,11.276518414408544
C[C@H]1Oc2ccc(Cl)cc2N(C[C@H](O)CO)C1=O,465.3906743874679,2.429397987126768,12.027489269480965
OC[C@H]1CO[C@H](CI)O1,78.27229264640108,2.0309059876770816,6.536373125220544
O=C1[C@H](O)N=C(c2ccccc2F)c2cc(Cl)ccc2N1CCO,825.2329957764756,2.911414496833216,15.628319329550964
CN(C)[C@@H](c1cccnc1)C1COCOC1,310.0546159437918,2.580973699219389,10.6871563129365
CN(C)CCO[C@@](C)(c1ccccc1)c1ccccn1,471.5279176878584,3.4364376203332885,13.052094599677154
CC(C)NC[C@@H](O)CC(c1ccccc1)c1ccccc1,470.1042672142927,4.9967447808204914,13.437872419108272
COc1ccc2c(c1OC)[C@]13CCN(C)[C@H](C2)[C@@]1(O)CC[C@H](O)C3,663.0120274146503,1.8611100685974016,15.438412737738243
Cc1cccc(C)c1NC(=O)[C@@H]1CCCCN1CCO,451.29471853049176,3.378875890437558,13.091996579473737
CN(C)CCO[C@](C)(c1ccccc1)c1ccc(Br)cc1,553.1908264086571,4.159384516501913,13.597665401671712
CC(=O)[C@@H]1CC[C@@H]2[C@H]3C[C@@H](C)C4=CC(=O)C=C[C@]4(C)[C@@H]3[C@H](O)C[C@@]12C,689.3859014568812,2.2057281040918677,16.728698418264027
C[C@@H]1O[C@]2(CCCC[C@@H]2Oc2cccc(Cl)c2)NC1=O,521.5950193105292,2.498750306371884,13.260219785452026
CCc1ccc(C(=O)[C@H](C)CN2CCCCC2)cc1,403.7751708735845,3.90429366228076,11.9409847412292
CCN1CCC[C@@H]1CNC(=O)C(O)(c1ccccc1)c1ccccc1,648.0569417262262,3.600192439601105,16.603625079619693
C[C@@]12CC[C@H]3c4ccc(O)cc4CC[C@@H]3[C@H]1C[C@H](O)[C@@H]2O,569.5819082919403,1.8006507095340074,13.551878605021296
O=C(C1CCCCC1)N1CC(=O)N2CCCc3ccccc3[C@@H]2C1,636.2809488102538,2.82761622920565,14.79047632747394
CN1CC[C@@]2(C)C[C@H](Cc3ccc(O)cc32)C1,442.5480021361272,1.8455566673813424,11.156602085103628
CC(C)(C)NC[C@@H](O)COc1cc(Cl)ccc1C1=CC(=O)CC1,604.7745281351421,5.645808175280678,15.117122601755533
COC(=O)CCc1ccc(OC[C@H](O)CNC(C)C)cc1,416.7900822977661,7.678238898592016,12.468798191438276
C#C[C@]1(O)CC[C@@H]2N3CCc4cc(OC)ccc4[C@@H]3CC[C@]21C,678.7095136560401,1.9168431118093023,14.60763295158321
CCN(C)[C@@H](C)[C@@H](O)c1ccccc1,260.2840561811969,2.5630149232624064,9.716041164946969
C[C@H](Cc1ccc(O)cc1)NC[C@@H](O)c1cc(N)cc(CO)c1,628.6638664110976,5.245862157193862,14.130219263208456
CCNC1=Nc2ccc(Cl)cc2[C@H](c2ccccc2)S1,640.180061455509,2.6928367155024646,12.487497517937292
CCO[C@@H]1c2ccccc2C(=O)N(C)c2ccccc21,650.9431931542531,1.9093779230354997,13.113483757278624
CCN(CC)C(=O)c1ccc(O)c(OC)c1,372.5266641820713,2.4493007080695097,10.940015774749902
C#C[C@@](O)(/C=C/Cl)CC,145.4853656061739,2.549917765412133,6.486587294795908
CCOC(=O)[C@]1(c2ccccc2)CCCN(C)CC1,418.01692667700365,2.976343209460092,12.66379508798038
CCOC(=O)c1cncn1[C@H]1CCCc2ccccc21,618.4443627544268,2.217297001903254,13.36403338835693
CCN1C(=O)N[C@H](c2ccccc2)C1=O,388.8342118896136,1.5829080578512398,10.500426552239826
CCN(C)[C@@H](C)C=C(c1cccs1)c1cccs1,446.3105032662418,3.103804758015323,13.142649280656125
CC[C@@H](N)[C@@H](O)c1ccc(O)c(O)c1,314.23546241521774,2.1557734334600864,9.71971018583195
CC[C@H](C(=O)NC(N)=O)c1ccccc1,348.8653710605151,3.088445452254976,10.29294378529552
CCCN(CC)[C@@H](CC)C(=O)Nc1c(C)cccc1C,422.36618636549065,4.07094741807237,13.61360304238569
CC/N=C1\Nc2ccc(Cl)cc2[C@](C)(c2ccccc2)O1,684.4443929864826,2.492157923201731,13.413249652996916
CCc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,681.0919331222045,3.562904956788236,14.332349506266144
C[C@@H]1C[C@H](OC(=O)[C@H](O)c2ccccc2)CC(C)(C)N1C,486.06840462966727,3.62976886588669,13.899452194164631
CC[C@@H](C)[C@](C#N)(CCN1CCCCC1)c1ccccc1,456.2047395354925,3.6561522904854167,13.77157525023918
CC(C)NC[C@@H](O)COc1ccccc1C1CCCCC1,413.4342826470778,5.327665664605168,13.05036783858024
O=C1[C@@H](N2CCCCC2)CCN1c1ccccc1,411.7615950134094,2.1477506496265506,11.863160734621838
NC(=O)c1ccccc1OCC(=O)OC[C@@H]1CCCO1,482.2075364292342,3.9587450313134496,13.02640673756298
CC[C@H](C(=O)O)C1(O)CCC(c2ccccc2)CC1,418.8800030265908,2.976343209460092,12.301621818328991
N[C@H](Cc1ccc(Cl)cc1)C(=O)O,296.9879407824652,3.046951543680103,8.788034032004488
O=C(O)[C@@H](Cl)c1ccc(C2CCCCC2)c(Cl)c1,439.4201738861544,2.985994837100852,11.699850288617522
C[C@H](Cc1ccccc1)NCCn1cnc2c1c(=O)n(C)c(=O)n2C,984.3544513796128,3.4120938912758763,15.847652479368833
CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1,333.280912135366,3.8500658986092047,10.74825044380947
CC[C@H]1C(=O)NC(=O)[C@@]1(C)c1ccccc1,426.818551437492,1.3510419159729006,11.603320874658554
CC(C)(Oc1ccc([C@H](O)c2ccc(Cl)cc2)cc1)C(=O)O,647.3640848415685,3.781761211371601,13.802272859230818
C[C@H]1NC(=O)CO[C@@H]1c1ccccc1,323.31923325647,1.7731355792051997,9.263359769603518
COc1ccc([C@@](C)(O)c2ccccc2)c(OC)c1,547.1754332522946,2.56,12.644649246539588
C[C@H](Oc1ccc(Oc2ccc(Cl)cc2)cc1)C(=O)O,577.827438063463,3.89715778568533,12.058362034862888
C[C@H](C(=O)O)c1cccc(Oc2ccccc2)c1,534.4447945489236,2.8844001158568524,11.48923079342174
CCNC1=NC(=O)[C@@H](c2ccccc2)O1,386.8342118896136,1.982894998243357,10.133512824812582
CC(C)(O)C[C@](C)(O)c1ccc(Cl)cc1,322.47051032501,3.820534549213285,10.578359822677845
CN1C[C@@H](CCN2CC=C(c3ccccc3)CC2)OC1=O,526.8514625194279,3.447259998057982,12.68920537246529
NS(=O)(=O)c1cc2c(cc1Cl)N[C@@H](c1ccccc1)NC2=O,853.1368259460476,2.656170364310635,13.975523564950665
O[C@H](CNc1ncccn1)c1ccccc1,418.7937107643728,2.774207591493663,10.0610315344797
COc1ccc(/C(C)=N/OC(N)=O)cc1OC1CCCC1,536.4751968822289,4.110243976617604,13.774684854727294
