source,zinc_25286
target,Yield_CO_s
run0,0.7629436254501343
run1,0.7037705779075623
run2,0.5803338289260864
run3,0.884742021560669
run4,0.6545663475990295
run5,0.7463826537132263
run6,0.7147990465164185
run7,0.6819643378257751
run8,0.7639734148979187
run9,0.6870390176773071
r2_test_mean,0.7180514872074127
r2_test_max,0.884742021560669
r2_test_min,0.5803338289260864
r2_test_std,0.07628080457669892
