source,aats8p,aatsc3d,abcgg,atsc3d,atsc4i,bcutp1l,bertzct,estatevsa3,frnh0,ggi10,kappa2,kappa3,kier2,kier3,peoevsa6,vsaestate3
target,Yield_CO_cl,Yield_CO_cl,Yield_CO_cl,Yield_CO_cl,Yield_CO_cl,Yield_CO_cl,Yield_CO_cl,Yield_CO_cl,Yield_CO_cl,Yield_CO_cl,Yield_CO_cl,Yield_CO_cl,Yield_CO_cl,Yield_CO_cl,Yield_CO_cl,Yield_CO_cl
run0,0.5987637042999268,0.5961389541625977,0.6525583267211914,0.5201305747032166,0.2875901460647583,0.5819498300552368,0.7067394256591797,0.46125733852386475,0.6561875343322754,0.6532026529312134,0.7554185390472412,0.8053240776062012,0.7008979320526123,0.5558531284332275,0.7614728212356567,0.6922109127044678
run1,0.6101080179214478,0.6621822118759155,0.7162328958511353,0.5196941494941711,0.5572975277900696,0.3003004193305969,0.7830680012702942,0.5487152338027954,0.6447736024856567,0.6754286289215088,0.7384645342826843,0.7368850708007812,0.7687634229660034,0.6273559331893921,0.5374372005462646,0.5005843639373779
run2,0.4728187918663025,0.7239587306976318,0.6598503589630127,0.573464035987854,0.3488621711730957,0.4998146891593933,0.709868848323822,0.4619402289390564,0.7068082690238953,0.6265617609024048,0.8438414335250854,0.7602912187576294,0.7147126793861389,0.5194591879844666,0.6973922252655029,0.6731325387954712
run3,0.7467390298843384,0.7083715200424194,0.7641950845718384,0.7627907991409302,0.7497736215591431,0.31914645433425903,0.818507730960846,0.6722973585128784,0.6719852089881897,0.7098221778869629,0.8253781795501709,0.7781897783279419,0.7941972017288208,0.7708146572113037,0.6829280853271484,0.6523301005363464
run4,0.7714177370071411,0.7495366334915161,0.7859240174293518,0.7407088279724121,0.7854136824607849,0.6286129951477051,0.838502824306488,0.7067904472351074,0.7765892148017883,0.7656316161155701,0.8111280202865601,0.8018388748168945,0.7768220901489258,0.7553171515464783,0.7330421209335327,0.6733531355857849
run5,0.6494945883750916,0.59940105676651,0.7063100337982178,0.618547797203064,0.6282486319541931,0.59520423412323,0.7767406105995178,0.6787423491477966,0.7410424947738647,0.6997634172439575,0.7790253162384033,0.7161272764205933,0.6955962181091309,0.6780892014503479,0.7120288610458374,0.6940809488296509
run6,0.7273920774459839,0.7295955419540405,0.7869281768798828,0.7556679844856262,0.6417063474655151,0.422301709651947,0.7697963714599609,0.7416146993637085,0.7562026381492615,0.7158350348472595,0.7906848788261414,0.7777064442634583,0.7747044563293457,0.6535000801086426,0.613348126411438,0.7204464673995972
run7,0.6825786828994751,0.6621923446655273,0.7303521633148193,0.714684009552002,0.715812087059021,0.5268244743347168,0.7403303384780884,0.6447722911834717,0.6974583864212036,0.7280532717704773,0.7918687462806702,0.713450014591217,0.7569462060928345,0.7377986311912537,0.6957755088806152,0.7070919275283813
run8,0.6059115529060364,0.5373973846435547,0.4969085454940796,0.5997562408447266,0.5475250482559204,-0.07491767406463623,0.6416673064231873,0.5485847592353821,0.6259750127792358,0.5213619470596313,0.6808756589889526,0.6595569849014282,0.6412319540977478,0.5833358764648438,0.6355259418487549,0.46551257371902466
run9,0.5886120200157166,0.5607988834381104,0.7010090351104736,0.5932602882385254,0.6045143604278564,0.4022778272628784,0.6955150365829468,0.6186721920967102,0.585558295249939,0.5788981914520264,0.7066358327865601,0.6570748090744019,0.7055326700210571,0.5906727313995361,0.5869910717010498,0.6528167724609375
r2_test_mean,0.645383620262146,0.6529573261737823,0.7000268638134003,0.6398704707622528,0.5866743624210358,0.42015149593353274,0.7480736494064331,0.6083386898040771,0.686258065700531,0.6674558699131012,0.7723321139812469,0.7406444549560547,0.7329404830932618,0.6472196578979492,0.6655941963195801,0.6431559741497039
r2_test_max,0.7714177370071411,0.7495366334915161,0.7869281768798828,0.7627907991409302,0.7854136824607849,0.6286129951477051,0.838502824306488,0.7416146993637085,0.7765892148017883,0.7656316161155701,0.8438414335250854,0.8053240776062012,0.7941972017288208,0.7708146572113037,0.7614728212356567,0.7204464673995972
r2_test_min,0.4728187918663025,0.5373973846435547,0.4969085454940796,0.5196941494941711,0.2875901460647583,-0.07491767406463623,0.6416673064231873,0.46125733852386475,0.585558295249939,0.5213619470596313,0.6808756589889526,0.6570748090744019,0.6412319540977478,0.5194591879844666,0.5374372005462646,0.46551257371902466
r2_test_std,0.08500631789254452,0.07171274306142854,0.08086710499926104,0.0903936024450919,0.15370494994374828,0.19697400359631798,0.0574190498432628,0.09387637634596684,0.057623305740644636,0.070437696911045,0.049304421332961326,0.05100124940296537,0.04604018111868296,0.08276566629850682,0.0666010659320502,0.08302600007518982
