source,zinc_50572
target,Yield_CS
run0,0.32043004035949707
run1,0.3232588768005371
run2,0.06398922204971313
run3,0.23688465356826782
run4,0.37531358003616333
run5,-0.03358757495880127
run6,0.25137859582901
run7,0.35815608501434326
run8,0.2713777422904968
run9,0.43386316299438477
r2_test_mean,0.26010643839836123
r2_test_max,0.43386316299438477
r2_test_min,-0.03358757495880127
r2_test_std,0.1364425118158322
