source,zinc_50572
target,Yield_CA
run0,-0.46183454990386963
run1,0.4167524576187134
run2,0.20975369215011597
run3,-0.12827801704406738
run4,0.11879193782806396
run5,0.4956657886505127
run6,-0.07727062702178955
run7,0.2341073751449585
run8,0.12539875507354736
run9,0.12750357389450073
r2_test_mean,0.1060590386390686
r2_test_max,0.4956657886505127
r2_test_min,-0.46183454990386963
r2_test_std,0.26220136293162677
