source,zinc_50572
target,Yield_CS
run0,30.34551239013672
run1,25.638574600219727
run2,39.13928985595703
run3,30.177579879760742
run4,31.287738800048828
run5,42.138118743896484
run6,33.2591438293457
run7,28.375741958618164
run8,31.60584831237793
run9,29.080062866210938
rmse_test_mean,32.104759216308594
rmse_test_max,42.138118743896484
rmse_test_min,25.638574600219727
rmse_test_std,4.733675479888916
