source,zinc_50572
target,Yield_CO_l
run0,0.7523396015167236
run1,0.6685622930526733
run2,0.7533469200134277
run3,0.8330345749855042
run4,0.8233681917190552
run5,0.7083487510681152
run6,0.8155045509338379
run7,0.7514359354972839
run8,0.7179233431816101
run9,0.7389663457870483
r2_test_mean,0.7562830507755279
r2_test_max,0.8330345749855042
r2_test_min,0.6685622930526733
r2_test_std,0.05070505766652714
