source,AI+Random
target,Yield_CN
run0,0.6467552185058594
run1,0.6413342952728271
run2,0.4423069357872009
run3,0.7621187567710876
run4,0.5236666798591614
run5,0.7371101379394531
run6,0.680209755897522
run7,0.729955792427063
run8,0.40515172481536865
run9,0.6185237169265747
r2_test_mean,0.6187133014202117
r2_test_max,0.7621187567710876
r2_test_min,0.40515172481536865
r2_test_std,0.1173879673424015
