Substance ID,SMILES
ZINC000000006342,CNC(=O)Oc1ccc2c3c1O[C@H]1C[C@H](O)C=C[C@]31CCN(C)C2
ZINC000000006343,CN1[C@H]2CC[C@@H]1CC(NC(=O)N1C(=O)C3(CC3)c3ccccc31)C2
ZINC000000006344,O=c1[nH]c(=O)n(C[C@@]2(CO)C[C@@H]2CO)cc1/C=C/Br
ZINC000000006346,O=C(NN=c1c(=O)c2ccccc2c1=O)n1cccc1
ZINC000000006347,COc1ccc([C@@]2(C#N)CCCC(=O)C2)cc1OC1CCCC1
ZINC000000006348,C[C@@H]([C@H](CO)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1
ZINC000000006349,CC1(C)OC[C@@H](Cc2ccc(Cl)cc2)[C@]1(O)Cn1ccnc1
ZINC000000006350,CC1=C[C@H]2OC(=O)[C@H](CN3CCC[C@@H]3C(=O)O)[C@@H]2CCC(C)=CCC1
ZINC000000006351,NC(=O)c1ccc(S(=O)(=O)Nc2cccc3c(Cl)c[nH]c23)cc1
ZINC000000006352,Cc1cc2cccc(N3CCNCC3)c2oc1=O
ZINC000000006353,C=C1C=CCC(C)(C)[C@H]1Cc1cccc([N+](=O)[O-])c1
ZINC000000006355,N#C[C@H](C(=O)Nc1ccc2occc2c1)C(=O)C1CC1
ZINC000000006357,Cc1ccc(-n2sc(-c3ccccc3)cc2=O)cc1
ZINC000000006358,Cn1cc2c3c1C(=O)C(N)=CC3=NCC2
ZINC000000006360,N[C@@H]1CCCC[C@H]1OCc1ccc(-c2nc3ccccc3o2)cc1
ZINC000000006362,COc1ccc([C@H]2CCN(C(N)=O)C2)cc1OC1CCCC1
ZINC000000006363,O=C1c2cccc3c2[C@@H](CCC3)CN1[C@H]1CN2CCC1CC2
ZINC000000006364,Nc1ccc(O)c(O)c1
ZINC000000006366,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)CC3(CC3)C2)cc1
ZINC000000006368,Cc1ccc2c(c1O)-c1cccc3c1[C@@H](C2)N(C)CC3
ZINC000000006369,Fc1ccc2c(/C=C/c3ccncc3)c[nH]c2c1
ZINC000000006370,CC1(C)C=C(c2ccc(F)cc2)C(c2ccc(S(C)(=O)=O)cc2)=C1
ZINC000000006371,Cn1cnnc1-c1cccc(F)c1
ZINC000000006373,Cc1ccc(O[C@H](CC(=O)O)[C@H](N)C(=O)O)cc1
ZINC000000006374,COc1c(CC(F)(F)F)ccnc1C(=O)NCC(=O)O
ZINC000000006375,C[C@@H](N)Cn1ccc2cc(F)c(Cl)cc21
ZINC000000006376,C[C@H](CN(C)C)Nc1ccnc2cc(Cl)ccc12
ZINC000000006377,COc1ccc2c(c1)c(OC(C)C)c(C(N)=O)n2C
ZINC000000006378,CCc1ccccc1OC[C@@H](O)CN[C@@H]1CCCc2ccccc21
ZINC000000006379,CCOc1cc(CNc2cn[nH]c(=O)c2Cl)ccc1OC
ZINC000000006380,O=c1[nH]c2cc(Cl)ccc2c(O)c(-c2ccccn2)c1=O
ZINC000000006381,Clc1ccc([C@@H]2C[C@H]3CC[C@@H]2N3)c(Cl)c1
ZINC000000006382,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccccc1
ZINC000000006383,O=C(CC[C@H]1CC[C@@H]2CCCC[C@H]2C1)C1=C(O)CSC1=O
ZINC000000006384,COc1ccc(C2=NO[C@H](C(=O)NO)C2)cc1OC1CCCC1
ZINC000000006386,NC(=O)N(O)[C@@H]1C=C(c2cccc(Sc3ccc(F)cc3)c2)CC1
ZINC000000006387,Cc1ccc2c(c1)-c1c(ccn1C[C@H](C)N)C2(C)C
ZINC000000006388,COc1cccc(-c2oc(C)nc2-c2ccncc2)c1
ZINC000000006389,Nc1nc(O)c2ncn([C@H]3CC[C@H](O)C3)c2n1
ZINC000000006390,C=CCN1C(=O)CCS/C1=N/NC(=S)NC
ZINC000000006392,CC(=O)NCCN1CCc2ccc3c(c21)CCO3
ZINC000000006395,COc1cc2ccnc3c2c(c1OC)-c1ccc(=O)ccc1-3
ZINC000000006396,C[C@@H]1Cc2cc(C(=O)CCc3ccccc3)ccc2O1
ZINC000000006398,N#Cc1ccc([C@@H]2CCCc3cncn32)cc1
ZINC000000006399,CN1CCC(OC(=O)[C@H](CO)c2ccccc2)CC1
ZINC000000006400,O=c1[nH]c(-c2ccccc2)cn2ccnc12
ZINC000000006401,COC[C@@H]1CN(c2ccc(C3CCCCC3)cc2)C(=O)O1
ZINC000000006403,CC(C)c1ccnc(CSc2nc(N)cc(Cl)n2)c1
ZINC000000006406,COc1ccc2ccc(C(N)=O)c(OC(C)C)c2c1
ZINC000000006410,C[C@]12CCC(C(=O)O)=CC1=CCc1cc(Cl)ccc12
ZINC000000006412,CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CC(=O)O3)cc1
ZINC000000006414,CC(=O)NC[C@@H]1CN2C(=O)C[C@@H]2O1
ZINC000000006415,CCc1cc(CCNC(C)=O)c2cc(OC)ccc2c1
ZINC000000006417,COc1ccc(Cn2c(C)csc2=S)c(OC)c1OC
ZINC000000006418,CC(C)CCn1c(=O)ccc2cccnc21
ZINC000000006421,CC(=O)N[C@H]1CCc2ccccc21
ZINC000000006424,COc1cc2c(cn1)[C@H]1NCC[C@@H]1CC2
ZINC000000006425,COc1cc(N(CCN(C)C)C(N)=O)cc(OC)c1OC
ZINC000000006426,COc1cc(C)c2c(c1)[C@H]1c3ccccc3C[C@H]1N2
ZINC000000006427,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21
ZINC000000006428,CN1CC[C@]23c4c5ccc(O)c4O[C@@H]2[C@H](O)C=C[C@@H]3[C@H]1C5
ZINC000000006430,Cc1c(N=C2NCCN2)cc(Cl)c2ncccc12
ZINC000000006431,Cc1c(N=C2NCCN2)ccc2[nH]cnc12
ZINC000000006432,O=C(O)CNC(=O)c1nc2ccccc2cc1O
ZINC000000006433,COc1cc(N)c(Cl)cc1C(=O)NCC1[C@@H]2CC3C[C@H]1CN3C2
ZINC000000006437,O=C([C@H]1CCc2[nH]cnc2C1)N1C[C@H](c2ccccc2)c2ccccc21
ZINC000000006440,CNC(=O)C1C(C)(C)C1(C)C
ZINC000000006441,Cc1ccc(-c2c(C(=O)O)sc3nc(C(C)C)ccc23)cc1
ZINC000000006444,CN(C)C(=O)Oc1ccc[n+](C)c1/C=N/NC(=O)Nc1ccccc1
ZINC000000006446,COc1ccc(C[C@H]2CC[C@@H]3NC(=O)CC[C@@H]3C2)cc1
ZINC000000006447,COc1ccc(C[C@H]2CCc3ncc(C)cc3C2)cc1
ZINC000000006448,CN1CCc2cc3c(cc21)CCN3C(=O)Nc1cccc([N+](=O)[O-])c1
ZINC000000006449,COc1ccc(-c2ccc(C(=O)NN)cc2)cc1OC1CCCC1
ZINC000000006450,O=c1[nH]c2cc(Cl)c[n+]([O-])c2[nH]c1=O
ZINC000000006452,C/C(=C\Cc1c(C)c(C)c2c(c1O)C(=O)OC2)CCC(=O)O
ZINC000000006453,COc1c(C)c2c(c(N)c1C/C=C(\C)C[C@H](C)C(=O)O)C(=O)OC2
ZINC000000006454,CC1(C)CCC(=O)[C@@]23C(=O)O[C@H](O)[C@@H]2C(C=O)=CC[C@@H]13
ZINC000000006456,CCSC(=O)c1ccc(C)c2oc(-c3nc(C)ncc3O)nc12
ZINC000000006457,CC1=NC(C)=C([N+](=O)[O-])[C@@H](c2ccccn2)/C1=C(\O)OC(C)C
ZINC000000006459,CNC(=S)n1nc(-c2ccc(Cl)cc2)nc1N
ZINC000000006461,CN(Cc1c[nH]cn1)c1ccc2c(c1)C(C)(C)c1ccccc1-2
ZINC000000006463,CCc1c(C)c2c(c(N)c1C/C=C(\C)CCC(=O)O)C(=O)OC2
ZINC000000006464,N#Cc1c(N)n(COCc2ccccc2)c2ncnc(N)c12
ZINC000000006465,COCc1no[n+]([O-])c1C(=O)NCc1cccnc1
ZINC000000006466,N#Cc1ccc2c(c1)ncn2-c1ccc2[nH]ccc2c1
ZINC000000006471,Cc1cc(C)cc(S(=O)(=O)c2cccc(N)c2C#N)c1
ZINC000000006472,Cc1cc(=O)[nH]c2c1C(=O)c1cc(F)cnc1C2=O
ZINC000000006473,COc1ccc2sc3c(c2c1)SCCNC3=O
ZINC000000006474,O=c1[nH]c2c(n3cnnc13)Cc1ccccc1-2
ZINC000000006475,CCCC(CCC)C(=O)N1C[C@@H](c2ccccc2)CC1=O
ZINC000000006476,O=C1SCC(O)=C1Cc1ccc2ccccc2c1
ZINC000000006477,CC(=O)Nc1ccc(S(=O)(=O)N[C@@H]2COCOC[C@@H]2O)cc1
ZINC000000006479,COc1cc(C(=O)O)c(C=O)c2c1CC1(CCCCC1)O2
ZINC000000006481,Nc1nc2ccc(OC(F)(F)F)cc2s1
ZINC000000006482,COc1c(C)c2c(c(O)c1C/C=C(\C)C[C@H](C)C(=O)O)C(=O)OC2
ZINC000000006483,CC(=O)NC[C@@H]1CN(c2ccc(N3CCC(=O)CC3)c(F)c2)C(=O)O1
ZINC000000006484,N#C/C(=C/c1ccc(O)c2ncccc12)C(=O)Nc1ccccc1
ZINC000000006485,Cc1nc2c3c(ccn2c1CO)CC[C@H](c1ccccc1)O3
ZINC000000006486,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1
ZINC000000006489,O=C(c1ccc2nccnc2c1)N1CCCCC1
ZINC000000006490,Nc1nc(N)c2ccn([C@H]3O[C@@H](CO)[C@H](O)[C@H]3F)c2n1
ZINC000000006492,Cc1nc(SCc2ccccc2N(C)C)n(C)n1
ZINC000000006494,Cc1[nH]cnc1N1Cc2cc3ccccc3n2C1=O
ZINC000000006495,Cc1[nH]cnc1N1C[C@@H]2COc3ccc(Cl)cc3N2C1=O
ZINC000000006497,CNC(=O)Cc1c(-c2ccc(F)cc2)nc2n3c4c(cccc4n12)CC3
ZINC000000006498,COc1scc2c1CN(CC1=NCCN1)C2
ZINC000000006499,CC(=O)NCCc1cccc2ccc3c(c12)CCO3
ZINC000000006500,O=C(Nc1cccnc1)N1CCc2cc3ncccc3cc21
ZINC000000006502,CCN(C)[C@H]1CN(C(=O)c2nn(C)c3ccccc23)C[C@H]1C
ZINC000000006504,C[C@@H](O)c1cc(-c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)no1
ZINC000000006506,Cn1nnc2ccc(Oc3ccc(Cl)cc3Cn3cncn3)cc21
ZINC000000006507,CC(=O)Nc1ccc(C(=O)O)cc1NC(=N)N
ZINC000000006508,COc1nc(N)nc2c1ncn2[C@H]1O[C@@H](CO)[C@H](O)[C@H]1O
ZINC000000006509,CS(=O)(=O)c1ccc(C2=CC3(C=C2c2ccc(F)cc2)CC3)cc1
ZINC000000006510,C[C@H](/C=C/c1ccc(Cc2ccc(F)cc2)s1)N(O)C(N)=O
ZINC000000006512,Cc1ccc([C@]2(O)C(=O)O[C@@H]3[C@H](O)CO[C@@]32O)o1
ZINC000000006513,CCCn1c(=O)c2nc(C3(N)CCCC3)[nH]c2n(CCC)c1=O
ZINC000000006514,Oc1ccc(-c2cncc(-c3ccc(O)cc3)c2)cc1
ZINC000000006515,Clc1cccc2c1CN(C1=NCCN1)C2
ZINC000000006516,CN(C(=O)c1ccccc1)c1c(C(=O)O)[nH]c2cc(Cl)ccc12
ZINC000000006517,Cc1cc(C)nc(NC(=O)Cc2cccs2)c1
ZINC000000006518,C=CCN(Cc1ccc(Cl)cc1Cl)C(=O)CCl
ZINC000000006519,N#Cc1cccc([C@H]2CC(C(F)(F)F)=NC3=C2C(=O)CCC3)c1
ZINC000000006520,Nc1nccc(-c2cn(-c3ccccc3)nc2-c2ccc(F)cc2)n1
ZINC000000006521,O=C(c1ccc(F)cc1)c1ccc(OCC[C@@H]2CCCCN2)cc1
ZINC000000006522,CC(C)(C)c1cc2sccc2c(C(C)(C)C)c1O
ZINC000000006526,Nc1ccc2c(c1)/C(=C\c1c[nH]c3ncccc13)C(=O)N2
ZINC000000006528,CC(C)Oc1c(C(=O)Nc2nnn[nH]2)sc2c1CCCC2
ZINC000000006530,O=c1ccn(-c2cc3[nH]c(=O)c(=O)[nH]c3cc2[N+](=O)[O-])cc1
ZINC000000006532,Nc1ccn([C@H]2O[C@@H](CO)[C@H](O)C2(F)F)c(=O)n1
ZINC000000006534,CN[C@H](C(=O)OC)[C@H](O)c1ccc(O)c(O)c1
ZINC000000006535,C[C@H]1CO[C@](O)(c2cc(F)cc(F)c2)[C@@H](C)N1
ZINC000000006536,N#Cc1cc(-c2ccncc2)c(/C=N/N)nc1O
ZINC000000006537,Oc1cc2c(cc1O)OC[C@H](c1cccc(F)c1)C2
ZINC000000006538,Cn1c(=O)oc2cc(C(=O)c3ccccc3)cnc21
ZINC000000006539,CC[C@](O)(c1cccc(O)c1)[C@H](C)CN(C)C
ZINC000000006540,COc1ccc(CNc2n[nH]cc2CO)cc1OC1CCCC1
ZINC000000006541,O=C(O)Cc1c(C(=O)O)nc2ccccn12
ZINC000000006542,CC(=O)NC[C@@H]1CN(c2ccc(-c3ccc(C=O)cc3)s2)C(=O)O1
ZINC000000006543,c1cc2c(cc1[C@@H]1[C@@H](NC3=NCCO3)[C@H]3CC[C@@H]1C3)OCO2
ZINC000000006544,C[C@@H](CC(=O)/C=C/c1c(C2CC2)nn2ccccc12)C(=O)O
ZINC000000006545,CN(O)C(=O)CCc1ccc2c(c1)Cc1ccccc1CO2
ZINC000000006546,COc1cccc2oc(-c3ccc(F)cc3)cc(=O)c12
ZINC000000006547,Cc1c(O)cc(C(C)C)cc1OCCN(C)C
ZINC000000006548,O=[N+]([O-])c1cnc2ccc(Oc3ncc[nH]3)nn12
ZINC000000006549,Cc1cccc2c(=O)n([C@H]3CN4CCC3CC4)ccc12
ZINC000000006550,O=C1c2cccc3c2[C@@H](CC[C@@H]3O)CN1[C@H]1CN2CCC1CC2
ZINC000000006551,COc1ccc2c(c1)-c1c(cnn1C[C@H](C)N)C2
ZINC000000006552,c1cc2c3c(c1)nc(N1CCCCC1)n3CCC2
ZINC000000006553,CC(=O)NC[C@@H]1CN(c2ccc(-c3cccc(C=O)c3)cn2)C(=O)O1
ZINC000000006554,CC(=O)NC[C@@H]1CN(c2ccc3oc(C)cc3c2)C(=O)O1
ZINC000000006556,N=C(O)OC[C@@H](CO)c1ccccc1
ZINC000000006557,CC1(C)C=C(n2ccc(CO[N+](=O)[O-])cc2=O)c2cnccc2O1
ZINC000000006558,COc1ccc(OC)c(-n2c(N)nc3cc(C(F)(F)F)ccc32)c1
ZINC000000006559,Cc1nc2c(C(N)=O)cccc2[nH]1
ZINC000000006560,COc1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1
ZINC000000006561,O=C(Cc1ccccc1F)NC1=C(Cl)C(=O)c2ccccc2C1=O
ZINC000000006562,Cc1ncccc1OC[C@@H]1CCCN1
ZINC000000006564,ONC1CCCCC1
ZINC000000006565,CCc1noc(-c2[nH]c3cc4c([nH]c5ccccc54)c(C)c3c2C)n1
ZINC000000006566,COc1cccc(NC(=O)c2cc([N+](=O)[O-])ccc2OC(C)C)c1
ZINC000000006568,CC(=O)Nc1ccccc1-c1nc2ccccc2s1
ZINC000000006570,O=C(Nc1ccc(C2CCNCC2)cc1)NC1CCC(C(=O)O)CC1
ZINC000000006571,O=CNc1nc(Cl)c(NC=O)c(NC[C@@]2(CO)C[C@@H]2CO)n1
ZINC000000006572,CC(C)Oc1ccc(OC(C)C)c(C(=O)Nc2ccccc2)c1
ZINC000000006575,C[C@@H]1OC(c2ccccn2)=N[C@H]1C(=O)O
ZINC000000006577,CC(C)N(C)c1nc2c(N[C@H]3C[C@H]4C[C@@H]3C[C@@H]4O)ncnc2n1C
ZINC000000006578,Cc1cc(O)c2c(c1)Cc1cc(O)c(Cl)c(O)c1C2=O
ZINC000000006580,Cc1ccc2c(c1)C[C@@]1(CC2)CNC=N1
ZINC000000006582,CC(=O)SCCC(=O)N1[C@H](C)CCC[C@@H]1C(=O)O
ZINC000000006583,Clc1ccccc1CNc1ccc(-n2ccnc2)nn1
ZINC000000006584,CN(C)Cc1ccccc1Sc1ccc(Cl)cc1CO
ZINC000000006585,COc1ccc(OC)c(CN(C)c2cnc3nc(N)nc(N)c3c2)c1
ZINC000000006588,CCCN1CCCC[C@@H]1C(=O)Nc1c(C)cccc1C
ZINC000000006590,CS(=O)(=O)c1ccc(-c2c(-c3ccccc3)oc3ccccc23)cc1
ZINC000000006591,CCOC(=O)c1ccc2c(O)c(C(=O)OCC)c(=O)n(C)c2n1
ZINC000000006592,Cc1ccc(-c2csc(C)n2)cc1
ZINC000000006593,O=c1oc2c(c(O)c1SCc1ccccc1)Cc1ccc(O)cc1-2
ZINC000000006594,Cc1ccccc1OC[C@H]1CN=C(N)O1
ZINC000000006596,CS(=O)(=O)c1ccc(-c2snnc2-c2ccc(F)cc2)cc1
ZINC000000006598,Cc1ncc2c(c1N)C(=O)N(CC(=O)O)C2=O
ZINC000000006599,COC(=O)C1=C(C)N=C(C)C(C(=O)OC)[C@H]1c1cccc2nonc12
ZINC000000006601,C[C@@H](NC1=NS(=O)(=O)C2=CNC=CC2=N1)C(C)(C)C
ZINC000000006602,C=C[C@H]1C[C@H](Cc2ccc(OC)c(O)c2)[C@H]2C(=O)C=CC(=C)[C@@H]12
ZINC000000006603,O=C(O)C[C@H]1C(=O)Nc2c(Cl)c(Cl)cc3[nH]c(=O)c(=O)n1c23
ZINC000000006606,COC(=O)c1cc(OC)cc(O)c1Oc1cc(C)cc(O)c1C(=O)O
ZINC000000006607,CSc1ncc(NC(=O)Nc2cccnc2)cc1Cl
ZINC000000006609,COc1ccc([C@@H](C)N[C@H](C)c2ccc3ccccc3c2)cc1Cl
ZINC000000006612,N#Cc1ccc(C(=C2CCCC2)n2ccnc2)s1
ZINC000000006613,COc1cc(F)cc2c1-c1c(OC)cc(F)cc1C21NC(=O)NC1=O
ZINC000000006614,COc1ccc(C[C@@H](O)[C@H](OC(C)=O)[C@H](O)CO)cc1
ZINC000000006615,Cc1c2ncn(-c3ccc(Cl)cc3)c(=O)c2nn1C
ZINC000000006616,CC(C)Cc1nc2nc(N)nc(N)c2nc1CC(C)C
ZINC000000006618,O=C(c1c[nH]c2ncccc12)N1CCc2ccccc21
ZINC000000006620,Cc1cccc(NC(N)=O)c1CNc1cccn2c(C)c(C)nc12
ZINC000000006621,Cc1c(O)c(C(C)C)c2c(c1CCn1ccnc1)O[C@](C)(CO)C2
ZINC000000006622,O=c1oc(Nc2c(Cl)cccc2Cl)nc2cc(Cl)ccc12
ZINC000000006625,Cc1nc(N2CCc3ccccc3C2)nc(Nc2ccc(F)cc2)c1C
ZINC000000006626,COc1ccc2c(c1)[C@@H](CCNC(=O)C(F)(F)F)CC2
ZINC000000006628,Nc1nc2c(nc(N)n2C[C@@H]2CCCCO2)c(=O)[nH]1
ZINC000000006629,c1ccc(COc2ccc(Nc3ncnc4ccccc34)cc2)cc1
ZINC000000006630,Cc1ccc(-n2nc(O)c3c(c2=O)Cc2ccc(Cl)cc2N3)cc1
ZINC000000006631,Nc1nc(OCc2ccccc2)c2nc(Br)[nH]c2n1
ZINC000000006632,CCCC1=C(Nc2ccc(C3=NNC(=O)C[C@@H]3C)cc2)CCCC1=O
ZINC000000006633,N=c1nc2n(cc1Br)[C@@H]1O[C@@H](CO)[C@H](O2)[C@@H]1O
ZINC000000006634,C[C@@H]1SC(N)=NC[C@H]1C
ZINC000000006635,C[C@H](Cc1c[nH]c2ccccc12)NC[C@H](O)c1cccc(Cl)c1
ZINC000000006636,c1ccc(N2CCN(Cc3cn(-c4ccccc4)cn3)CC2)cc1
ZINC000000006637,O=C1C(=O)N2CCC[C@H]2[C@H]1c1ccccc1
ZINC000000006638,Clc1ccc(Cc2noc(CCc3c[nH]cn3)n2)cc1
ZINC000000006639,Nc1nc2ccc(C[C@H](C=O)c3ccc4ccccc4c3)cc2c(=O)[nH]1
ZINC000000006642,COC1=C(Cl)C(=O)c2ccccc2C1=O
ZINC000000006643,Clc1ccc2c(c1)N/C(=N\Cc1cccnc1)c1ccccc1N2
ZINC000000006644,C=CCN1CCc2nc(N)sc2CC1
ZINC000000006645,OC[C@]12OC(Nc3ccccc3)=N[C@H]1[C@@H](O)[C@H](O)[C@H]2O
ZINC000000006647,CCN(C)C(=O)Oc1nsnc1-c1c(Cl)cccc1Cl
ZINC000000006648,CCN(CC)S(=O)(=O)N(C)C(=O)Nc1cc(C)ccn1
ZINC000000006649,O=C(O)Cc1ccc([N+]([O-])(CCCl)CCCl)cc1
ZINC000000006650,O=C(c1cccs1)c1ccccc1O
ZINC000000006651,O=C(O)C(=S)Cc1ccc(I)cc1
ZINC000000006654,c1ccc2c(c1)Cc1sc(Cc3c[nH]cn3)nc1-2
ZINC000000006655,N[C@@H](Cc1ccccc1Oc1cccc(-c2nnn[nH]2)c1)C(=O)O
ZINC000000006656,Cc1cccc2c1CCC[C@H]2c1c[nH]cn1
ZINC000000006657,C=C1C(=O)N(Cc2cccc([N+](=O)[O-])c2)C(=O)N1CC(=O)O
ZINC000000006658,CCCn1c(=O)c2nccnc2n(CCCC(=O)OCC)c1=O
ZINC000000006659,CC[C@@H]1CCc2c(C)c(O)c(C)c(C)c2OCCCC(C)(C)C(=O)O1
ZINC000000006660,CC1(C)OC(=O)C(c2ccccc2)=C1c1ccc(S(C)(=O)=O)cc1
ZINC000000006662,Cc1nc(C2CCCCC2)c(-c2ccc(S(N)(=O)=O)c(F)c2)o1
ZINC000000006664,COC(=O)Cn1c(C(=O)N(C)c2cccc(F)c2)cc2ccccc21
ZINC000000006667,COc1ccc2c(Nc3ccncc3)noc2c1
ZINC000000006668,Cn1c(CC(=O)O)ccc1C(=O)c1ccc(-c2ccccc2)cc1
ZINC000000006669,COC(=O)CCc1c(-c2ccccc2)n(C)c(=O)c2ccccc12
ZINC000000006672,CN(C)[C@@H](Cc1cc2ccccc2o1)c1cccc(O)c1
ZINC000000006673,N=C(N)c1cccc2c1CC/C2=N\n1cc(-c2ccccc2)nc1N
ZINC000000006674,Nc1ccccc1SSc1ccccc1Nc1ncccn1
ZINC000000006675,CSc1nc2ccc(N3C[C@@H](CNC(C)=O)OC3=O)cc2s1
ZINC000000006676,CCc1ccc2scc(CCNC(C)=O)c2c1
ZINC000000006677,c1ccc([C@@H]2CC[C@@]3(OCCN[C@@H]3c3ccccc3)OC2)cc1
ZINC000000006678,CSc1ccc(Cc2c(O)n[nH]c2C(F)(F)F)cc1
ZINC000000006680,CCN1CCCC[C@H](NC(=O)c2cc3[nH]nnc3cc2OC)C1
ZINC000000006681,O=C(Nc1ccccc1-c1ccccc1)OC12CCN(CC1)CC2
ZINC000000006682,O=C(Nc1ccccc1)c1ccc(O)c(O)c1O
ZINC000000006683,Cc1c(-c2ccccc2)cnn1C1CCN(Cc2ccccc2)CC1
ZINC000000006684,COc1cc(O)c2c(=O)oc(C(=O)O)cc2c1
ZINC000000006686,Cc1c(C)c2c(c(C)c1O)CC[C@](C)(/C(O)=N/[N+](C)(C)C)O2
ZINC000000006687,O=C(CCl)N/N=c1/[nH]c2ccccc2n(-c2ccccc2)c1=O
ZINC000000006688,COc1ccc(C[C@@H](C)N2C(=O)c3ccccc3C2=O)cc1OC
ZINC000000006689,Cn1cnc2ccc(-c3c[nH]nc3-c3ccc(F)cc3F)cc21
ZINC000000006690,CC(=O)NC[C@@H]1CN(c2ccc(-n3ccnn3)c(F)c2)C(=O)O1
ZINC000000006691,CC(=O)c1ccc2c(c1)C(c1ccccc1F)=NCc1nc(C)c(C)n1-2
ZINC000000006692,O=c1ccn(-c2ccc(F)cc2)c2cc(-n3ccnc3)ccc12
ZINC000000006693,Cn1c2ccccc2c2cc(C(=O)N3CCOCC3)sc21
ZINC000000006694,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1
ZINC000000006696,O=C(O)C(=S)Cc1c[nH]c2ccc(F)cc12
ZINC000000006697,NC(=O)N(O)CCC[C@@H](c1ccccc1)c1cccnc1
ZINC000000006698,O=C(O)CC1(O)CCC(N2CCC(Nc3ccncc3)CC2)CC1
ZINC000000006699,c1cnc(N2CCN(Cc3nc4c([nH]3)-c3ccccc3CC4)CC2)nc1
ZINC000000006701,Cc1cc(-c2nc3ccccc3s2)ccc1N
ZINC000000006702,CO[C@H]1CCC[C@@]2(CO2)[C@@H]1[C@@]1(C)O[C@@H]1CCC(C)C
ZINC000000006704,CC1(C)SCO[C@]1(Cn1cncn1)c1ccc(F)cc1F
ZINC000000006705,CCn1c(=O)c(NC)nc2ccccc21
ZINC000000006707,CC(C)CN(C)c1ccccc1CSC1=NC(=O)C(C)(C)N1
ZINC000000006708,CCc1nn(C2CCCC2)c2nc(Cc3ccc(O)cc3)[nH]c(=O)c12
ZINC000000006711,C[C@H](CO)c1cccc(C(=O)c2ccccc2)c1
ZINC000000006715,CC[C@H](c1ccccc1)c1c(O)cc(C)n(O)c1=O
ZINC000000006716,C#Cc1cccc(Nc2ncnc3cc(OC)c(OC)cc23)c1
ZINC000000006717,CCCN1CC[C@H]2c3cc(OC)ccc3OC[C@H]21
ZINC000000006718,Cc1nc2cc3ncnc(Nc4cccc(Cl)c4)c3cc2n1C
ZINC000000006719,O=[S@](c1ccccn1)c1cncs1
ZINC000000006721,Cc1ccc(-c2cc(-c3ccccn3)cc(-c3ccccn3)n2)cc1
ZINC000000006723,O=C(c1ccc(O)cc1)c1nc2ccc(O)cc2s1
ZINC000000006724,COc1ccc(CNC(=O)N2C[C@H]3CNC[C@H](C3)C2=O)cc1
ZINC000000006725,Cc1ccc(C(=O)Nc2cccc(C)c2C)cc1NC[C@@H](N)CS
ZINC000000006726,C[C@H](Oc1ccc(Cl)cc1)c1ccnn2cnnc12
ZINC000000006727,COc1ccc(-c2ccc(C(F)(F)F)cc2)c2c1C[C@@H](N(C)C)CC2
ZINC000000006729,CCCc1cc(C2=N[C@H](C(=O)NO)CO2)cc(OC)c1OC
ZINC000000006730,CN1C[C@@H](CSc2ccccn2)C[C@@H]2Cc3c(O)cccc3C[C@H]21
ZINC000000006734,NC(=O)N(O)[C@H]1COc2cc(OCc3cccc(F)c3F)ccc21
ZINC000000006735,CCOc1no[n+]([O-])c1S(=O)(=O)c1ccccc1
ZINC000000006736,NC1=N[C@]2(CCc3cccc(Cl)c3C2)CO1
ZINC000000006737,Cc1c(Cl)cc2[nH]c(=O)c(O)nc2c1[N+](=O)[O-]
ZINC000000006738,Cc1ccc(C(=O)C[C@H](CS)C(=O)O)cc1
ZINC000000006739,Nc1ccc(-c2cc(=O)c3c(N)cccc3o2)cc1
ZINC000000006740,CC(=O)N1CCN(NC(=O)c2ccc(F)cc2)CC1
ZINC000000006743,CC(=O)NC[C@@H]1CN(c2ccc3c(c2)sc(=O)n3C)C(=O)O1
ZINC000000006744,CCOC(=O)c1cccn1S(=O)(=O)c1cc(Cl)ccc1N
ZINC000000006745,C#C[C@H]1CCCN(S(=O)(=O)c2ccc(OC)cc2)[C@@H]1C(=O)NO
ZINC000000006748,CO/N=C(\C)c1ccc2c(c1)ncn2-c1cccc(-n2ccnc2)c1
ZINC000000006749,N=C(N)c1ccc(NC(=O)CCC2CCN(CC(=O)O)CC2)cc1
ZINC000000006750,O=C(OC1CCN(Cc2ccccc2)CC1)c1ccccc1
ZINC000000006751,CCCN(C)C(=O)Oc1no[n+]([O-])c1-c1c(Cl)cccc1Cl
ZINC000000006753,COc1ccc(-c2ccc(C(N)=O)cc2)c2c1OC1(CCCC1)C2
ZINC000000006754,Cc1coc2cnc([C@H](C)Sc3nc(N)cc(Cl)n3)cc12
ZINC000000006755,CC1(C)Sc2cc(F)ccc2[C@]1(O)Cn1cncn1
