compoud name,CID,molecular formula,molecular weight,Canonical SMILES,SMILES
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc(-c2ccc3ocnc3c2)o1
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc(-c2nc3ccccc3o2)o1
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc(-c2ccc3scnc3c2)o1
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc(-c2nc3ccccc3s2)o1
,,,,,Cn1cnc2cc(-c3ccc(C4c5ccccc5-c5ccccc54)o3)ccc21
,,,,,Cn1c(-c2ccc(C3c4ccccc4-c4ccccc43)o2)nc2ccccc21
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc(-c2ccc3c(n2)sc2ccccc23)o1
,,,,,N#Cc1ccc2c(c1)sc1cc(-c3ccc(C4c5ccccc5-c5ccccc54)o3)ccc12
,,,,,c1ccc2c(c1)[SiH2]c1nc(-c3ccc(C4c5ccccc5-c5ccccc54)o3)ccc1-2
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc(-c2ccc3c(n2)oc2ccccc23)o1
,,,,,N#Cc1cc(-c2ccc(C3c4ccccc4-c4ccccc43)o2)cc(C#N)c1C#N
,,,,,O=C(c1ccc(-c2ccc(C3c4ccccc4-c4ccccc43)o2)cc1)C(F)(F)F
,,,,,O=Cc1ccc(-c2ccc(C3c4ccccc4-c4ccccc43)o2)cc1
,,,,,CC(=O)c1ccc(-c2ccc(C3c4ccccc4-c4ccccc43)o2)cc1
,,,,,CS(=O)(=O)c1ccc(-c2ccc(C3c4ccccc4-c4ccccc43)o2)cc1
,,,,,O=Cc1ccc(C=O)c(-c2ccc(C3c4ccccc4-c4ccccc43)o2)c1
,,,,,N#Cc1cc(C#N)c(-c2ccc(C3c4ccccc4-c4ccccc43)o2)c(C#N)c1
,,,,,O=C1C(=O)c2ccc(-c3ccc(C4c5ccccc5-c5ccccc54)o3)c3cccc1c23
,,,,,Fc1c(F)c(F)c(-c2ccc(C3c4ccccc4-c4ccccc43)o2)c(F)c1F
,,,,,O=C1NC(=O)c2cc(-c3ccc(C4c5ccccc5-c5ccccc54)o3)ccc21
,,,,,O=C1C=CC(=O)c2cc(-c3ccc(C4c5ccccc5-c5ccccc54)o3)ccc21
,,,,,O=C1C=C(c2ccc(C3c4ccccc4-c4ccccc43)o2)C(=O)c2ccccc21
,,,,,O=C1C=CC(=O)C(c2ccc(C3c4ccccc4-c4ccccc43)o2)=C1
,,,,,O=C1C=C(c2ccc(C3c4ccccc4-c4ccccc43)o2)C(=O)N1
,,,,,O=C1C=CC(=O)N1c1ccc(C2c3ccccc3-c3ccccc32)o1
,,,,,N#CC(C#N)=C1/C(=C/c2ccc(-c3ccc(C4c5ccccc5-c5ccccc54)o3)cc2)C(=O)c2ccccc21
,,,,,O=c1c(-c2ccc(C3c4ccccc4-c4ccccc43)o2)c[nH]c2ccccc12
,,,,,Cc1cc(C)c(B(c2ccc(C3c4ccccc4-c4ccccc43)o2)c2c(C)cc(C)cc2C)c(C)c1
,,,,,N#CC(C#N)=C1c2ccccc2C(=O)c2cc(-c3ccc(C4c5ccccc5-c5ccccc54)o3)ccc21
,,,,,N#CC(C#N)=Cc1ccc(-c2ccc(C3c4ccccc4-c4ccccc43)o2)s1
,,,,,N#CC(C#N)=C1/C(=C/c2ccc(-c3ccc(C4c5ccccc5-c5ccccc54)o3)s2)C(=O)c2ccccc21
,,,,,N#Cc1cc2nc3c(nc2cc1C#N)-c1ccc(-c2ccc(C4c5ccccc5-c5ccccc54)o2)c2cccc-3c12
,,,,,N#Cc1cnc(-c2ccc(C3c4ccccc4-c4ccccc43)o2)nc1
,,,,,c1ccc(-c2ccc(C3c4ccccc4-c4ccccc43)o2)nc1
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc(-c2cnc3c(ccc4cccnc43)c2)o1
,,,,,Cn1c(-c2ccon2)ccc1C1c2ccccc2-c2ccccc21
,,,,,Cn1c(-c2ccno2)ccc1C1c2ccccc2-c2ccccc21
,,,,,Cn1c(-c2cnoc2)ccc1C1c2ccccc2-c2ccccc21
,,,,,Cn1c(-c2ncco2)ccc1C1c2ccccc2-c2ccccc21
,,,,,Cn1c(-c2cocn2)ccc1C1c2ccccc2-c2ccccc21
,,,,,Cn1c(-c2cnco2)ccc1C1c2ccccc2-c2ccccc21
,,,,,Cn1c(-c2cncs2)ccc1C1c2ccccc2-c2ccccc21
,,,,,Cn1c(-c2nccs2)ccc1C1c2ccccc2-c2ccccc21
,,,,,Cn1c(-c2cscn2)ccc1C1c2ccccc2-c2ccccc21
,,,,,Cn1c(-c2ccc3c(ccc4ccccc43)c2)ccc1C1c2ccccc2-c2ccccc21
,,,,,Cn1c(-c2cc3cnccc3[nH]2)ccc1C1c2ccccc2-c2ccccc21
,,,,,Cn1c(-c2ccc(-c3nc4ccccc4o3)cc2)ccc1C1c2ccccc2-c2ccccc21
,,,,,Cn1c(-c2ccc3ocnc3c2)ccc1C1c2ccccc2-c2ccccc21
,,,,,Cn1c(-c2nc3ccccc3o2)ccc1C1c2ccccc2-c2ccccc21
,,,,,Cn1c(-c2ccc3scnc3c2)ccc1C1c2ccccc2-c2ccccc21
,,,,,Cn1c(-c2nc3ccccc3s2)ccc1C1c2ccccc2-c2ccccc21
,,,,,Cn1c(-c2ccc3c(c2)ncn3C)ccc1C1c2ccccc2-c2ccccc21
,,,,,Cn1c(-c2nc3ccccc3n2C)ccc1C1c2ccccc2-c2ccccc21
,,,,,Cn1c(-c2ccc3c(n2)sc2ccccc23)ccc1C1c2ccccc2-c2ccccc21
,,,,,Cn1c(-c2ccc3c(c2)sc2cc(C#N)ccc23)ccc1C1c2ccccc2-c2ccccc21
,,,,,Cn1c(-c2ccc3c(n2)[SiH2]c2ccccc2-3)ccc1C1c2ccccc2-c2ccccc21
,,,,,Cn1c(-c2ccc3c(n2)oc2ccccc23)ccc1C1c2ccccc2-c2ccccc21
,,,,,Cn1c(-c2cc(C#N)c(C#N)c(C#N)c2)ccc1C1c2ccccc2-c2ccccc21
,,,,,Cn1c(-c2ccc(C(=O)C(F)(F)F)cc2)ccc1C1c2ccccc2-c2ccccc21
,,,,,Cn1c(-c2ccc(C=O)cc2)ccc1C1c2ccccc2-c2ccccc21
,,,,,CC(=O)c1ccc(-c2ccc(C3c4ccccc4-c4ccccc43)n2C)cc1
,,,,,Cn1c(-c2ccc(S(C)(=O)=O)cc2)ccc1C1c2ccccc2-c2ccccc21
,,,,,Cn1c(-c2cc(C=O)ccc2C=O)ccc1C1c2ccccc2-c2ccccc21
,,,,,Cn1c(-c2c(C#N)cc(C#N)cc2C#N)ccc1C1c2ccccc2-c2ccccc21
,,,,,Cn1c(-c2ccc3c4c(cccc24)C(=O)C3=O)ccc1C1c2ccccc2-c2ccccc21
,,,,,Cn1c(-c2c(F)c(F)c(F)c(F)c2F)ccc1C1c2ccccc2-c2ccccc21
,,,,,Cn1c(-c2ccc3c(c2)C(=O)NC3=O)ccc1C1c2ccccc2-c2ccccc21
,,,,,Cn1c(-c2ccc3c(c2)C(=O)C=CC3=O)ccc1C1c2ccccc2-c2ccccc21
,,,,,Cn1c(C2=CC(=O)c3ccccc3C2=O)ccc1C1c2ccccc2-c2ccccc21
,,,,,Cn1c(C2=CC(=O)C=CC2=O)ccc1C1c2ccccc2-c2ccccc21
,,,,,Cn1c(C2=CC(=O)NC2=O)ccc1C1c2ccccc2-c2ccccc21
,,,,,Cn1c(C2c3ccccc3-c3ccccc32)ccc1N1C(=O)C=CC1=O
,,,,,Cn1c(-c2ccc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)cc2)ccc1C1c2ccccc2-c2ccccc21
,,,,,Cn1c(-c2c[nH]c3ccccc3c2=O)ccc1C1c2ccccc2-c2ccccc21
,,,,,Cc1cc(C)c(B(c2c(C)cc(C)cc2C)c2ccc(C3c4ccccc4-c4ccccc43)n2C)c(C)c1
,,,,,Cn1c(-c2ccc3c(c2)C(=O)c2ccccc2C3=C(C#N)C#N)ccc1C1c2ccccc2-c2ccccc21
,,,,,Cn1c(-c2ccc(C=C(C#N)C#N)s2)ccc1C1c2ccccc2-c2ccccc21
,,,,,Cn1c(-c2ccc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)s2)ccc1C1c2ccccc2-c2ccccc21
,,,,,Cn1c(-c2ccc3c4c(cccc24)-c2nc4cc(C#N)c(C#N)cc4nc2-3)ccc1C1c2ccccc2-c2ccccc21
,,,,,Cn1c(-c2ncc(C#N)cn2)ccc1C1c2ccccc2-c2ccccc21
,,,,,Cn1c(-c2ccccn2)ccc1C1c2ccccc2-c2ccccc21
,,,,,Cn1c(-c2cnc3c(ccc4cccnc43)c2)ccc1C1c2ccccc2-c2ccccc21
,,,,,c1ccc2c(c1)-c1ccccc1C2c1cc2sc(-c3ccon3)cc2s1
,,,,,c1ccc2c(c1)-c1ccccc1C2c1cc2sc(-c3ccno3)cc2s1
,,,,,c1ccc2c(c1)-c1ccccc1C2c1cc2sc(-c3cnoc3)cc2s1
,,,,,c1ccc2c(c1)-c1ccccc1C2c1cc2sc(-c3ncco3)cc2s1
,,,,,c1ccc2c(c1)-c1ccccc1C2c1cc2sc(-c3cocn3)cc2s1
,,,,,c1ccc2c(c1)-c1ccccc1C2c1cc2sc(-c3cnco3)cc2s1
,,,,,c1ccc2c(c1)-c1ccccc1C2c1cc2sc(-c3cncs3)cc2s1
,,,,,c1ccc2c(c1)-c1ccccc1C2c1cc2sc(-c3nccs3)cc2s1
,,,,,c1ccc2c(c1)-c1ccccc1C2c1cc2sc(-c3cscn3)cc2s1
,,,,,c1ccc2c(c1)-c1ccccc1C2c1cc2sc(-c3ccc4c(ccc5ccccc54)c3)cc2s1
,,,,,c1ccc2c(c1)-c1ccccc1C2c1cc2sc(-c3cc4cnccc4[nH]3)cc2s1
,,,,,c1ccc2c(c1)-c1ccccc1C2c1cc2sc(-c3ccc(-c4nc5ccccc5o4)cc3)cc2s1
,,,,,c1ccc2c(c1)-c1ccccc1C2c1cc2sc(-c3ccc4ocnc4c3)cc2s1
,,,,,c1ccc2c(c1)-c1ccccc1C2c1cc2sc(-c3nc4ccccc4o3)cc2s1
,,,,,c1ccc2c(c1)-c1ccccc1C2c1cc2sc(-c3ccc4scnc4c3)cc2s1
,,,,,c1ccc2c(c1)-c1ccccc1C2c1cc2sc(-c3nc4ccccc4s3)cc2s1
,,,,,Cn1cnc2cc(-c3cc4sc(C5c6ccccc6-c6ccccc65)cc4s3)ccc21
,,,,,Cn1c(-c2cc3sc(C4c5ccccc5-c5ccccc54)cc3s2)nc2ccccc21
,,,,,c1ccc2c(c1)-c1ccccc1C2c1cc2sc(-c3ccc4c(n3)sc3ccccc34)cc2s1
,,,,,N#Cc1ccc2c(c1)sc1cc(-c3cc4sc(C5c6ccccc6-c6ccccc65)cc4s3)ccc12
,,,,,c1ccc2c(c1)[SiH2]c1nc(-c3cc4sc(C5c6ccccc6-c6ccccc65)cc4s3)ccc1-2
,,,,,c1ccc2c(c1)-c1ccccc1C2c1cc2sc(-c3ccc4c(n3)oc3ccccc34)cc2s1
,,,,,N#Cc1cc(-c2cc3sc(C4c5ccccc5-c5ccccc54)cc3s2)cc(C#N)c1C#N
,,,,,O=C(c1ccc(-c2cc3sc(C4c5ccccc5-c5ccccc54)cc3s2)cc1)C(F)(F)F
,,,,,O=Cc1ccc(-c2cc3sc(C4c5ccccc5-c5ccccc54)cc3s2)cc1
,,,,,CC(=O)c1ccc(-c2cc3sc(C4c5ccccc5-c5ccccc54)cc3s2)cc1
,,,,,CS(=O)(=O)c1ccc(-c2cc3sc(C4c5ccccc5-c5ccccc54)cc3s2)cc1
,,,,,O=Cc1ccc(C=O)c(-c2cc3sc(C4c5ccccc5-c5ccccc54)cc3s2)c1
,,,,,N#Cc1cc(C#N)c(-c2cc3sc(C4c5ccccc5-c5ccccc54)cc3s2)c(C#N)c1
,,,,,O=C1C(=O)c2ccc(-c3cc4sc(C5c6ccccc6-c6ccccc65)cc4s3)c3cccc1c23
,,,,,Fc1c(F)c(F)c(-c2cc3sc(C4c5ccccc5-c5ccccc54)cc3s2)c(F)c1F
,,,,,O=C1NC(=O)c2cc(-c3cc4sc(C5c6ccccc6-c6ccccc65)cc4s3)ccc21
,,,,,O=C1C=CC(=O)c2cc(-c3cc4sc(C5c6ccccc6-c6ccccc65)cc4s3)ccc21
,,,,,O=C1C=C(c2cc3sc(C4c5ccccc5-c5ccccc54)cc3s2)C(=O)c2ccccc21
,,,,,O=C1C=CC(=O)C(c2cc3sc(C4c5ccccc5-c5ccccc54)cc3s2)=C1
,,,,,O=C1C=C(c2cc3sc(C4c5ccccc5-c5ccccc54)cc3s2)C(=O)N1
,,,,,O=C1C=CC(=O)N1c1cc2sc(C3c4ccccc4-c4ccccc43)cc2s1
,,,,,N#CC(C#N)=C1/C(=C/c2ccc(-c3cc4sc(C5c6ccccc6-c6ccccc65)cc4s3)cc2)C(=O)c2ccccc21
,,,,,O=c1c(-c2cc3sc(C4c5ccccc5-c5ccccc54)cc3s2)c[nH]c2ccccc12
,,,,,Cc1cc(C)c(B(c2cc3sc(C4c5ccccc5-c5ccccc54)cc3s2)c2c(C)cc(C)cc2C)c(C)c1
,,,,,N#CC(C#N)=C1c2ccccc2C(=O)c2cc(-c3cc4sc(C5c6ccccc6-c6ccccc65)cc4s3)ccc21
,,,,,N#CC(C#N)=Cc1ccc(-c2cc3sc(C4c5ccccc5-c5ccccc54)cc3s2)s1
,,,,,N#CC(C#N)=C1/C(=C/c2ccc(-c3cc4sc(C5c6ccccc6-c6ccccc65)cc4s3)s2)C(=O)c2ccccc21
,,,,,N#Cc1cc2nc3c(nc2cc1C#N)-c1ccc(-c2cc4sc(C5c6ccccc6-c6ccccc65)cc4s2)c2cccc-3c12
,,,,,N#Cc1cnc(-c2cc3sc(C4c5ccccc5-c5ccccc54)cc3s2)nc1
,,,,,c1ccc(-c2cc3sc(C4c5ccccc5-c5ccccc54)cc3s2)nc1
,,,,,c1ccc2c(c1)-c1ccccc1C2c1cc2sc(-c3cnc4c(ccc5cccnc54)c3)cc2s1
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc(-c2ccc(-c3ccon3)s2)s1
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc(-c2ccc(-c3ccno3)s2)s1
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc(-c2ccc(-c3cnoc3)s2)s1
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc(-c2ccc(-c3ncco3)s2)s1
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc(-c2ccc(-c3cocn3)s2)s1
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc(-c2ccc(-c3cnco3)s2)s1
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc(-c2ccc(-c3cncs3)s2)s1
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc(-c2ccc(-c3nccs3)s2)s1
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc(-c2ccc(-c3cscn3)s2)s1
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc(-c2ccc(-c3ccc4c(ccc5ccccc54)c3)s2)s1
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc(-c2ccc(-c3cc4cnccc4[nH]3)s2)s1
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc(-c2ccc(-c3ccc(-c4nc5ccccc5o4)cc3)s2)s1
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc(-c2ccc(-c3ccc4ocnc4c3)s2)s1
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc(-c2ccc(-c3nc4ccccc4o3)s2)s1
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc(-c2ccc(-c3ccc4scnc4c3)s2)s1
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc(-c2ccc(-c3nc4ccccc4s3)s2)s1
,,,,,Cn1cnc2cc(-c3ccc(-c4ccc(C5c6ccccc6-c6ccccc65)s4)s3)ccc21
,,,,,Cn1c(-c2ccc(-c3ccc(C4c5ccccc5-c5ccccc54)s3)s2)nc2ccccc21
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc(-c2ccc(-c3ccc4c(n3)sc3ccccc34)s2)s1
,,,,,N#Cc1ccc2c(c1)sc1cc(-c3ccc(-c4ccc(C5c6ccccc6-c6ccccc65)s4)s3)ccc12
,,,,,c1ccc2c(c1)[SiH2]c1nc(-c3ccc(-c4ccc(C5c6ccccc6-c6ccccc65)s4)s3)ccc1-2
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc(-c2ccc(-c3ccc4c(n3)oc3ccccc34)s2)s1
,,,,,N#Cc1cc(-c2ccc(-c3ccc(C4c5ccccc5-c5ccccc54)s3)s2)cc(C#N)c1C#N
,,,,,O=C(c1ccc(-c2ccc(-c3ccc(C4c5ccccc5-c5ccccc54)s3)s2)cc1)C(F)(F)F
,,,,,O=Cc1ccc(-c2ccc(-c3ccc(C4c5ccccc5-c5ccccc54)s3)s2)cc1
,,,,,CC(=O)c1ccc(-c2ccc(-c3ccc(C4c5ccccc5-c5ccccc54)s3)s2)cc1
,,,,,CS(=O)(=O)c1ccc(-c2ccc(-c3ccc(C4c5ccccc5-c5ccccc54)s3)s2)cc1
,,,,,O=Cc1ccc(C=O)c(-c2ccc(-c3ccc(C4c5ccccc5-c5ccccc54)s3)s2)c1
,,,,,N#Cc1cc(C#N)c(-c2ccc(-c3ccc(C4c5ccccc5-c5ccccc54)s3)s2)c(C#N)c1
,,,,,O=C1C(=O)c2ccc(-c3ccc(-c4ccc(C5c6ccccc6-c6ccccc65)s4)s3)c3cccc1c23
,,,,,Fc1c(F)c(F)c(-c2ccc(-c3ccc(C4c5ccccc5-c5ccccc54)s3)s2)c(F)c1F
,,,,,O=C1NC(=O)c2cc(-c3ccc(-c4ccc(C5c6ccccc6-c6ccccc65)s4)s3)ccc21
,,,,,O=C1C=CC(=O)c2cc(-c3ccc(-c4ccc(C5c6ccccc6-c6ccccc65)s4)s3)ccc21
,,,,,O=C1C=C(c2ccc(-c3ccc(C4c5ccccc5-c5ccccc54)s3)s2)C(=O)c2ccccc21
,,,,,O=C1C=CC(=O)C(c2ccc(-c3ccc(C4c5ccccc5-c5ccccc54)s3)s2)=C1
,,,,,O=C1C=C(c2ccc(-c3ccc(C4c5ccccc5-c5ccccc54)s3)s2)C(=O)N1
,,,,,O=C1C=CC(=O)N1c1ccc(-c2ccc(C3c4ccccc4-c4ccccc43)s2)s1
,,,,,N#CC(C#N)=C1/C(=C/c2ccc(-c3ccc(-c4ccc(C5c6ccccc6-c6ccccc65)s4)s3)cc2)C(=O)c2ccccc21
,,,,,O=c1c(-c2ccc(-c3ccc(C4c5ccccc5-c5ccccc54)s3)s2)c[nH]c2ccccc12
,,,,,Cc1cc(C)c(B(c2ccc(-c3ccc(C4c5ccccc5-c5ccccc54)s3)s2)c2c(C)cc(C)cc2C)c(C)c1
,,,,,N#CC(C#N)=C1c2ccccc2C(=O)c2cc(-c3ccc(-c4ccc(C5c6ccccc6-c6ccccc65)s4)s3)ccc21
,,,,,N#CC(C#N)=Cc1ccc(-c2ccc(-c3ccc(C4c5ccccc5-c5ccccc54)s3)s2)s1
,,,,,N#CC(C#N)=C1/C(=C/c2ccc(-c3ccc(-c4ccc(C5c6ccccc6-c6ccccc65)s4)s3)s2)C(=O)c2ccccc21
,,,,,N#Cc1cc2nc3c(nc2cc1C#N)-c1ccc(-c2ccc(-c4ccc(C5c6ccccc6-c6ccccc65)s4)s2)c2cccc-3c12
,,,,,N#Cc1cnc(-c2ccc(-c3ccc(C4c5ccccc5-c5ccccc54)s3)s2)nc1
,,,,,c1ccc(-c2ccc(-c3ccc(C4c5ccccc5-c5ccccc54)s3)s2)nc1
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc(-c2ccc(-c3cnc4c(ccc5cccnc54)c3)s2)s1
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc2c(c1)oc1cc(-c3ccon3)ccc12
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc2c(c1)oc1cc(-c3ccno3)ccc12
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc2c(c1)oc1cc(-c3cnoc3)ccc12
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc2c(c1)oc1cc(-c3ncco3)ccc12
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc2c(c1)oc1cc(-c3cocn3)ccc12
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc2c(c1)oc1cc(-c3cnco3)ccc12
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc2c(c1)oc1cc(-c3cncs3)ccc12
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc2c(c1)oc1cc(-c3nccs3)ccc12
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc2c(c1)oc1cc(-c3cscn3)ccc12
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc2c(c1)oc1cc(-c3ccc4c(ccc5ccccc54)c3)ccc12
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc2c(c1)oc1cc(-c3cc4cnccc4[nH]3)ccc12
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc2c(c1)oc1cc(-c3ccc(-c4nc5ccccc5o4)cc3)ccc12
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc2c(c1)oc1cc(-c3ccc4ocnc4c3)ccc12
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc2c(c1)oc1cc(-c3nc4ccccc4o3)ccc12
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc2c(c1)oc1cc(-c3ccc4scnc4c3)ccc12
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc2c(c1)oc1cc(-c3nc4ccccc4s3)ccc12
,,,,,Cn1cnc2cc(-c3ccc4c(c3)oc3cc(C5c6ccccc6-c6ccccc65)ccc34)ccc21
,,,,,Cn1c(-c2ccc3c(c2)oc2cc(C4c5ccccc5-c5ccccc54)ccc23)nc2ccccc21
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc2c(c1)oc1cc(-c3ccc4c(n3)sc3ccccc34)ccc12
,,,,,N#Cc1ccc2c(c1)sc1cc(-c3ccc4c(c3)oc3cc(C5c6ccccc6-c6ccccc65)ccc34)ccc12
,,,,,c1ccc2c(c1)[SiH2]c1nc(-c3ccc4c(c3)oc3cc(C5c6ccccc6-c6ccccc65)ccc34)ccc1-2
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc2c(c1)oc1cc(-c3ccc4c(n3)oc3ccccc34)ccc12
,,,,,N#Cc1cc(-c2ccc3c(c2)oc2cc(C4c5ccccc5-c5ccccc54)ccc23)cc(C#N)c1C#N
,,,,,O=C(c1ccc(-c2ccc3c(c2)oc2cc(C4c5ccccc5-c5ccccc54)ccc23)cc1)C(F)(F)F
,,,,,O=Cc1ccc(-c2ccc3c(c2)oc2cc(C4c5ccccc5-c5ccccc54)ccc23)cc1
,,,,,CC(=O)c1ccc(-c2ccc3c(c2)oc2cc(C4c5ccccc5-c5ccccc54)ccc23)cc1
,,,,,CS(=O)(=O)c1ccc(-c2ccc3c(c2)oc2cc(C4c5ccccc5-c5ccccc54)ccc23)cc1
,,,,,O=Cc1ccc(C=O)c(-c2ccc3c(c2)oc2cc(C4c5ccccc5-c5ccccc54)ccc23)c1
,,,,,N#Cc1cc(C#N)c(-c2ccc3c(c2)oc2cc(C4c5ccccc5-c5ccccc54)ccc23)c(C#N)c1
,,,,,O=C1C(=O)c2ccc(-c3ccc4c(c3)oc3cc(C5c6ccccc6-c6ccccc65)ccc34)c3cccc1c23
,,,,,Fc1c(F)c(F)c(-c2ccc3c(c2)oc2cc(C4c5ccccc5-c5ccccc54)ccc23)c(F)c1F
,,,,,O=C1NC(=O)c2cc(-c3ccc4c(c3)oc3cc(C5c6ccccc6-c6ccccc65)ccc34)ccc21
,,,,,O=C1C=CC(=O)c2cc(-c3ccc4c(c3)oc3cc(C5c6ccccc6-c6ccccc65)ccc34)ccc21
,,,,,O=C1C=C(c2ccc3c(c2)oc2cc(C4c5ccccc5-c5ccccc54)ccc23)C(=O)c2ccccc21
,,,,,O=C1C=CC(=O)C(c2ccc3c(c2)oc2cc(C4c5ccccc5-c5ccccc54)ccc23)=C1
,,,,,O=C1C=C(c2ccc3c(c2)oc2cc(C4c5ccccc5-c5ccccc54)ccc23)C(=O)N1
,,,,,O=C1C=CC(=O)N1c1ccc2c(c1)oc1cc(C3c4ccccc4-c4ccccc43)ccc12
,,,,,N#CC(C#N)=C1/C(=C/c2ccc(-c3ccc4c(c3)oc3cc(C5c6ccccc6-c6ccccc65)ccc34)cc2)C(=O)c2ccccc21
,,,,,O=c1c(-c2ccc3c(c2)oc2cc(C4c5ccccc5-c5ccccc54)ccc23)c[nH]c2ccccc12
,,,,,Cc1cc(C)c(B(c2ccc3c(c2)oc2cc(C4c5ccccc5-c5ccccc54)ccc23)c2c(C)cc(C)cc2C)c(C)c1
,,,,,N#CC(C#N)=C1c2ccccc2C(=O)c2cc(-c3ccc4c(c3)oc3cc(C5c6ccccc6-c6ccccc65)ccc34)ccc21
,,,,,N#CC(C#N)=Cc1ccc(-c2ccc3c(c2)oc2cc(C4c5ccccc5-c5ccccc54)ccc23)s1
,,,,,N#CC(C#N)=C1/C(=C/c2ccc(-c3ccc4c(c3)oc3cc(C5c6ccccc6-c6ccccc65)ccc34)s2)C(=O)c2ccccc21
,,,,,N#Cc1cc2nc3c(nc2cc1C#N)-c1ccc(-c2ccc4c(c2)oc2cc(C5c6ccccc6-c6ccccc65)ccc24)c2cccc-3c12
,,,,,N#Cc1cnc(-c2ccc3c(c2)oc2cc(C4c5ccccc5-c5ccccc54)ccc23)nc1
,,,,,c1ccc(-c2ccc3c(c2)oc2cc(C4c5ccccc5-c5ccccc54)ccc23)nc1
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc2c(c1)oc1cc(-c3cnc4c(ccc5cccnc54)c3)ccc12
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc2c(c1)sc1cc(-c3ccon3)ccc12
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc2c(c1)sc1cc(-c3ccno3)ccc12
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc2c(c1)sc1cc(-c3cnoc3)ccc12
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc2c(c1)sc1cc(-c3ncco3)ccc12
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc2c(c1)sc1cc(-c3cocn3)ccc12
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc2c(c1)sc1cc(-c3cnco3)ccc12
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc2c(c1)sc1cc(-c3cncs3)ccc12
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc2c(c1)sc1cc(-c3nccs3)ccc12
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc2c(c1)sc1cc(-c3cscn3)ccc12
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc2c(c1)sc1cc(-c3ccc4c(ccc5ccccc54)c3)ccc12
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc2c(c1)sc1cc(-c3cc4cnccc4[nH]3)ccc12
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc2c(c1)sc1cc(-c3ccc(-c4nc5ccccc5o4)cc3)ccc12
,,,,,c1ccc2c(c1)-c1ccccc1C2c1ccc2c(c1)sc1cc(-c3ccc4ocnc4c3)ccc12
