source,AI+AI2,AI+Human,AI+Random,AI2+Human,AI2+Random,Random+Human
target,Yield_CS,Yield_CS,Yield_CS,Yield_CS,Yield_CS,Yield_CS
run0,0.34976041316986084,0.42231589555740356,0.28673064708709717,0.4771888852119446,0.35186856985092163,0.4392387866973877
run1,0.46384942531585693,0.3052489161491394,0.3300107717514038,0.24412959814071655,0.17121434211730957,0.18352669477462769
run2,0.17614245414733887,0.2896258234977722,0.1696121096611023,0.31061071157455444,0.2602543234825134,0.2947232723236084
run3,0.3567897081375122,0.3070019483566284,0.26250356435775757,0.3711433410644531,0.24740111827850342,0.26305657625198364
run4,0.3769816756248474,0.41375452280044556,0.42729800939559937,0.4048340320587158,0.3869152069091797,0.4166438579559326
run5,0.042507708072662354,-0.07826900482177734,-0.011741995811462402,-0.009579777717590332,-0.04776573181152344,0.025959432125091553
run6,0.28532832860946655,0.1904810070991516,0.23697161674499512,0.24956488609313965,0.2008589506149292,0.22569161653518677
run7,0.40445804595947266,0.39573025703430176,0.40681612491607666,0.4552066922187805,0.3670668601989746,0.4446379542350769
run8,0.4387323260307312,0.3681001663208008,0.31726670265197754,0.43577420711517334,0.29795801639556885,0.32538437843322754
run9,0.3643456697463989,0.3878592848777771,0.4004635214805603,0.4589052200317383,0.45491862297058105,0.46012938022613525
r2_test_mean,0.3258895754814148,0.3001848816871643,0.2825931072235107,0.3397777795791626,0.2690690279006958,0.3078991949558258
r2_test_max,0.46384942531585693,0.42231589555740356,0.42729800939559937,0.4771888852119446,0.45491862297058105,0.46012938022613525
r2_test_min,0.042507708072662354,-0.07826900482177734,-0.011741995811462402,-0.009579777717590332,-0.04776573181152344,0.025959432125091553
r2_test_std,0.12162566255365531,0.14306926588533808,0.12474569434437036,0.14178038753183014,0.13449212738651148,0.13234569858266407
