source,AI2+Human
target,Yield_CA
run0,0.007677257061004639
run1,0.7641754746437073
run2,0.3164246082305908
run3,0.5805457830429077
run4,0.19228851795196533
run5,0.6410813331604004
run6,0.4484097957611084
run7,0.5697726011276245
run8,0.4505414366722107
run9,0.34670114517211914
r2_test_mean,0.4317617952823639
r2_test_max,0.7641754746437073
r2_test_min,0.007677257061004639
r2_test_std,0.21303993489171433
