source,AI2+Human
target,Yield_CA
run0,18.398130416870117
run1,12.379417419433594
run2,18.749052047729492
run3,15.611625671386719
run4,24.9458065032959
run5,17.62863540649414
run6,17.612276077270508
run7,19.241531372070312
run8,21.425466537475586
run9,19.429542541503906
rmse_test_mean,18.54214859008789
rmse_test_max,24.9458065032959
rmse_test_min,12.379417419433594
rmse_test_std,3.1452648639678955
