source,AI2+Human
target,Yield_CS
run0,0.7139241695404053
run1,0.584895133972168
run2,0.3992345929145813
run3,0.6237412691116333
run4,0.3703870177268982
run5,0.2785734534263611
run6,0.5272719860076904
run7,0.515468418598175
run8,0.5080099105834961
run9,0.5008394718170166
r2_test_mean,0.5022345423698426
r2_test_max,0.7139241695404053
r2_test_min,0.2785734534263611
r2_test_std,0.12052531207700748
