SMILES,ABCGG,AATSC3d,ATSC3d,GGI10,ATSC4i,BCUTp-1l,Kier3,AATS8p,Kier2,fr_NH0,VSA_EState3,Kappa3,Kappa2,PEOE_VSA6,BertzCT,EState_VSA3
CN(C)c1ccc(-c2ccon2)cc1,9.576492220243637,-0.1393551503441613,-6.828402366863907,0.0,-11.52078052437109,0.7159860172892492,2.5344,1.173638977894737,4.68,2,3.872398904006047,1.615030082487558,3.536369908004896,17.289397394048667,389.735697480602,0.0
CN(C)c1ccc(-c2ccno2)cc1,9.576492220243637,-0.1393551503441613,-6.828402366863907,0.0,-13.199875652417246,0.7158049816851911,2.5344,1.1632755103157897,4.68,2,3.670675390526581,1.615030082487558,3.536369908004896,5.156663257125445,389.735697480602,0.0
CN(C)c1ccc(-c2cnoc2)cc1,9.576492220243637,-0.1519140200458881,-7.44378698224852,0.0,-17.98454961926033,0.7160222551234487,2.5344,1.208469448,4.68,2,3.670675390526581,1.615030082487558,3.536369908004896,17.289397394048667,389.735697480602,0.0
CN(C)c1ccc(-c2ncco2)cc1,9.576492220243637,-0.13732741617357,-6.591715976331361,0.0,-5.896158841348859,0.7508522415570102,2.5344,1.1239992397777776,4.68,2,0.0,1.615030082487558,3.536369908004896,0.0,389.735697480602,5.890723922025908
CN(C)c1ccc(-c2cocn2)cc1,9.576492220243637,-0.1501479289940828,-7.207100591715977,0.0,-10.680832808191944,0.7511528993224013,2.5344,1.173638977894737,4.68,2,0.0,1.615030082487558,3.536369908004896,12.13273413692322,389.735697480602,0.0
CN(C)c1ccc(-c2cnco2)cc1,9.576492220243637,-0.1501479289940828,-7.207100591715977,0.0,-12.3599279362381,0.7508812154074777,2.5344,1.1632755103157897,4.68,2,0.0,1.615030082487558,3.536369908004896,0.0,389.735697480602,0.0
CN(C)c1ccc(-c2cncs2)cc1,9.576492220243637,-0.1501479289940828,-7.207100591715977,0.0,-10.767456715710644,1.0276870225037815,2.5344,1.60504342,4.68,2,0.0,1.7731355792051997,3.798984036397876,12.13273413692322,389.735697480602,0.0
CN(C)c1ccc(-c2nccs2)cc1,9.576492220243637,-0.13732741617357,-6.591715976331361,0.0,-3.681003738446848,1.026884075686887,2.5344,1.5903098111111111,4.68,2,3.0742157974300834,1.7731355792051997,3.798984036397876,0.0,389.735697480602,0.0
CN(C)c1ccc(-c2cscn2)cc1,9.576492220243637,-0.1501479289940828,-7.207100591715977,0.0,-2.07035746876603,1.0268166826613732,2.5344,1.5424452936842106,4.68,2,2.060185185185185,1.7731355792051997,3.798984036397876,12.13273413692322,389.735697480602,0.0
CN(C)c1ccc(-c2ccc3c(ccc4ccccc43)c2)cc1,13.17811668299945,-0.1008715986394557,-9.683673469387756,0.0947862463013978,-14.73988094972322,1.043471066067804,3.3833141099577086,1.509679779448107,7.086924762600439,1,5.219666113741692,2.444916582014774,5.437406381450705,60.6636706846161,981.5550492683508,0.0
